Country,Year,Sex,Age,Value
ABW,1990,female,0-4,304.0
ABW,1990,female,5-9,406.0
ABW,1990,female,10-14,435.0
ABW,1990,female, 15-19,392.0
ABW,1990,female,20-24,520.0
ABW,1990,female,25-29,772.0
ABW,1990,female,30-34,851.0
ABW,1990,female,35-39,872.0
ABW,1990,female,40-44,710.0
ABW,1990,female,45-49,506.0
ABW,1990,female,50-54,446.0
ABW,1990,female,55-59,393.0
ABW,1990,female,60-64,378.0
ABW,1990,female,65-69,286.0
ABW,1990,female,70-74,268.0
ABW,1990,female,75+,476.0
ABW,1990,male,0-4,327.0
ABW,1990,male,5-9,421.0
ABW,1990,male,10-14,428.0
ABW,1990,male, 15-19,356.0
ABW,1990,male,20-24,440.0
ABW,1990,male,25-29,616.0
ABW,1990,male,30-34,640.0
ABW,1990,male,35-39,621.0
ABW,1990,male,40-44,496.0
ABW,1990,male,45-49,352.0
ABW,1990,male,50-54,316.0
ABW,1990,male,55-59,299.0
ABW,1990,male,60-64,299.0
ABW,1990,male,65-69,237.0
ABW,1990,male,70-74,246.0
ABW,1990,male,75+,335.0
ABW,1990,total,0-4,631.0
ABW,1990,total,5-9,827.0
ABW,1990,total,10-14,863.0
ABW,1990,total, 15-19,748.0
ABW,1990,total,20-24,960.0
ABW,1990,total,25-29,1388.0
ABW,1990,total,30-34,1491.0
ABW,1990,total,35-39,1493.0
ABW,1990,total,40-44,1206.0
ABW,1990,total,45-49,858.0
ABW,1990,total,50-54,762.0
ABW,1990,total,55-59,692.0
ABW,1990,total,60-64,677.0
ABW,1990,total,65-69,523.0
ABW,1990,total,70-74,514.0
ABW,1990,total,75+,811.0
ABW,1995,female,0-4,366.0
ABW,1995,female,5-9,619.0
ABW,1995,female,10-14,664.0
ABW,1995,female, 15-19,656.0
ABW,1995,female,20-24,857.0
ABW,1995,female,25-29,1352.0
ABW,1995,female,30-34,1583.0
ABW,1995,female,35-39,1361.0
ABW,1995,female,40-44,1224.0
ABW,1995,female,45-49,966.0
ABW,1995,female,50-54,607.0
ABW,1995,female,55-59,485.0
ABW,1995,female,60-64,417.0
ABW,1995,female,65-69,383.0
ABW,1995,female,70-74,254.0
ABW,1995,female,75+,506.0
ABW,1995,male,0-4,365.0
ABW,1995,male,5-9,637.0
ABW,1995,male,10-14,638.0
ABW,1995,male, 15-19,625.0
ABW,1995,male,20-24,783.0
ABW,1995,male,25-29,1106.0
ABW,1995,male,30-34,1265.0
ABW,1995,male,35-39,1044.0
ABW,1995,male,40-44,875.0
ABW,1995,male,45-49,663.0
ABW,1995,male,50-54,437.0
ABW,1995,male,55-59,368.0
ABW,1995,male,60-64,311.0
ABW,1995,male,65-69,300.0
ABW,1995,male,70-74,222.0
ABW,1995,male,75+,335.0
ABW,1995,total,0-4,731.0
ABW,1995,total,5-9,1256.0
ABW,1995,total,10-14,1302.0
ABW,1995,total, 15-19,1281.0
ABW,1995,total,20-24,1640.0
ABW,1995,total,25-29,2458.0
ABW,1995,total,30-34,2848.0
ABW,1995,total,35-39,2405.0
ABW,1995,total,40-44,2099.0
ABW,1995,total,45-49,1629.0
ABW,1995,total,50-54,1044.0
ABW,1995,total,55-59,853.0
ABW,1995,total,60-64,728.0
ABW,1995,total,65-69,683.0
ABW,1995,total,70-74,476.0
ABW,1995,total,75+,841.0
ABW,2000,female,0-4,284.0
ABW,2000,female,5-9,699.0
ABW,2000,female,10-14,961.0
ABW,2000,female, 15-19,926.0
ABW,2000,female,20-24,1055.0
ABW,2000,female,25-29,1654.0
ABW,2000,female,30-34,2136.0
ABW,2000,female,35-39,2203.0
ABW,2000,female,40-44,1805.0
ABW,2000,female,45-49,1392.0
ABW,2000,female,50-54,941.0
ABW,2000,female,55-59,591.0
ABW,2000,female,60-64,504.0
ABW,2000,female,65-69,398.0
ABW,2000,female,70-74,373.0
ABW,2000,female,75+,663.0
ABW,2000,male,0-4,260.0
ABW,2000,male,5-9,708.0
ABW,2000,male,10-14,894.0
ABW,2000,male, 15-19,915.0
ABW,2000,male,20-24,1033.0
ABW,2000,male,25-29,1375.0
ABW,2000,male,30-34,1823.0
ABW,2000,male,35-39,1801.0
ABW,2000,male,40-44,1310.0
ABW,2000,male,45-49,933.0
ABW,2000,male,50-54,684.0
ABW,2000,male,55-59,438.0
ABW,2000,male,60-64,349.0
ABW,2000,male,65-69,289.0
ABW,2000,male,70-74,303.0
ABW,2000,male,75+,404.0
ABW,2000,total,0-4,544.0
ABW,2000,total,5-9,1407.0
ABW,2000,total,10-14,1855.0
ABW,2000,total, 15-19,1841.0
ABW,2000,total,20-24,2088.0
ABW,2000,total,25-29,3029.0
ABW,2000,total,30-34,3959.0
ABW,2000,total,35-39,4004.0
ABW,2000,total,40-44,3115.0
ABW,2000,total,45-49,2325.0
ABW,2000,total,50-54,1625.0
ABW,2000,total,55-59,1029.0
ABW,2000,total,60-64,853.0
ABW,2000,total,65-69,687.0
ABW,2000,total,70-74,676.0
ABW,2000,total,75+,1067.0
ABW,2005,female,0-4,321.0
ABW,2005,female,5-9,382.0
ABW,2005,female,10-14,805.0
ABW,2005,female, 15-19,999.0
ABW,2005,female,20-24,1189.0
ABW,2005,female,25-29,1597.0
ABW,2005,female,30-34,2080.0
ABW,2005,female,35-39,2283.0
ABW,2005,female,40-44,2316.0
ABW,2005,female,45-49,1812.0
ABW,2005,female,50-54,1310.0
ABW,2005,female,55-59,888.0
ABW,2005,female,60-64,552.0
ABW,2005,female,65-69,455.0
ABW,2005,female,70-74,329.0
ABW,2005,female,75+,663.0
ABW,2005,male,0-4,361.0
ABW,2005,male,5-9,407.0
ABW,2005,male,10-14,747.0
ABW,2005,male, 15-19,1023.0
ABW,2005,male,20-24,1187.0
ABW,2005,male,25-29,1302.0
ABW,2005,male,30-34,1637.0
ABW,2005,male,35-39,1871.0
ABW,2005,male,40-44,1750.0
ABW,2005,male,45-49,1335.0
ABW,2005,male,50-54,941.0
ABW,2005,male,55-59,632.0
ABW,2005,male,60-64,386.0
ABW,2005,male,65-69,324.0
ABW,2005,male,70-74,245.0
ABW,2005,male,75+,411.0
ABW,2005,total,0-4,682.0
ABW,2005,total,5-9,789.0
ABW,2005,total,10-14,1552.0
ABW,2005,total, 15-19,2022.0
ABW,2005,total,20-24,2376.0
ABW,2005,total,25-29,2899.0
ABW,2005,total,30-34,3717.0
ABW,2005,total,35-39,4154.0
ABW,2005,total,40-44,4066.0
ABW,2005,total,45-49,3147.0
ABW,2005,total,50-54,2251.0
ABW,2005,total,55-59,1520.0
ABW,2005,total,60-64,938.0
ABW,2005,total,65-69,779.0
ABW,2005,total,70-74,574.0
ABW,2005,total,75+,1074.0
ABW,2010,female,0-4,146.0
ABW,2010,female,5-9,389.0
ABW,2010,female,10-14,633.0
ABW,2010,female, 15-19,935.0
ABW,2010,female,20-24,978.0
ABW,2010,female,25-29,1189.0
ABW,2010,female,30-34,1792.0
ABW,2010,female,35-39,2171.0
ABW,2010,female,40-44,2504.0
ABW,2010,female,45-49,2322.0
ABW,2010,female,50-54,1869.0
ABW,2010,female,55-59,1402.0
ABW,2010,female,60-64,898.0
ABW,2010,female,65-69,541.0
ABW,2010,female,70-74,432.0
ABW,2010,female,75+,815.0
ABW,2010,male,0-4,207.0
ABW,2010,male,5-9,437.0
ABW,2010,male,10-14,590.0
ABW,2010,male, 15-19,998.0
ABW,2010,male,20-24,1004.0
ABW,2010,male,25-29,961.0
ABW,2010,male,30-34,1309.0
ABW,2010,male,35-39,1796.0
ABW,2010,male,40-44,1986.0
ABW,2010,male,45-49,1890.0
ABW,2010,male,50-54,1338.0
ABW,2010,male,55-59,960.0
ABW,2010,male,60-64,639.0
ABW,2010,male,65-69,380.0
ABW,2010,male,70-74,297.0
ABW,2010,male,75+,520.0
ABW,2010,total,0-4,353.0
ABW,2010,total,5-9,826.0
ABW,2010,total,10-14,1223.0
ABW,2010,total, 15-19,1933.0
ABW,2010,total,20-24,1982.0
ABW,2010,total,25-29,2150.0
ABW,2010,total,30-34,3101.0
ABW,2010,total,35-39,3967.0
ABW,2010,total,40-44,4490.0
ABW,2010,total,45-49,4212.0
ABW,2010,total,50-54,3207.0
ABW,2010,total,55-59,2362.0
ABW,2010,total,60-64,1537.0
ABW,2010,total,65-69,921.0
ABW,2010,total,70-74,729.0
ABW,2010,total,75+,1335.0
ABW,2015,female,0-4,287.0
ABW,2015,female,5-9,258.0
ABW,2015,female,10-14,450.0
ABW,2015,female, 15-19,681.0
ABW,2015,female,20-24,982.0
ABW,2015,female,25-29,1247.0
ABW,2015,female,30-34,1678.0
ABW,2015,female,35-39,2007.0
ABW,2015,female,40-44,2375.0
ABW,2015,female,45-49,2500.0
ABW,2015,female,50-54,2424.0
ABW,2015,female,55-59,1806.0
ABW,2015,female,60-64,1266.0
ABW,2015,female,65-69,814.0
ABW,2015,female,70-74,450.0
ABW,2015,female,75+,781.0
ABW,2015,male,0-4,405.0
ABW,2015,male,5-9,295.0
ABW,2015,male,10-14,426.0
ABW,2015,male, 15-19,735.0
ABW,2015,male,20-24,1020.0
ABW,2015,male,25-29,1019.0
ABW,2015,male,30-34,1244.0
ABW,2015,male,35-39,1682.0
ABW,2015,male,40-44,1905.0
ABW,2015,male,45-49,2057.0
ABW,2015,male,50-54,1758.0
ABW,2015,male,55-59,1253.0
ABW,2015,male,60-64,912.0
ABW,2015,male,65-69,578.0
ABW,2015,male,70-74,313.0
ABW,2015,male,75+,506.0
ABW,2015,total,0-4,692.0
ABW,2015,total,5-9,553.0
ABW,2015,total,10-14,876.0
ABW,2015,total, 15-19,1416.0
ABW,2015,total,20-24,2002.0
ABW,2015,total,25-29,2266.0
ABW,2015,total,30-34,2922.0
ABW,2015,total,35-39,3689.0
ABW,2015,total,40-44,4280.0
ABW,2015,total,45-49,4557.0
ABW,2015,total,50-54,4182.0
ABW,2015,total,55-59,3059.0
ABW,2015,total,60-64,2178.0
ABW,2015,total,65-69,1392.0
ABW,2015,total,70-74,763.0
ABW,2015,total,75+,1287.0
ABW,2020,female,0-4,1622.0
ABW,2020,female,5-9,1713.0
ABW,2020,female,10-14,1491.0
ABW,2020,female, 15-19,1342.0
ABW,2020,female,20-24,1422.0
ABW,2020,female,25-29,1832.0
ABW,2020,female,30-34,2174.0
ABW,2020,female,35-39,2205.0
ABW,2020,female,40-44,2557.0
ABW,2020,female,45-49,2787.0
ABW,2020,female,50-54,2968.0
ABW,2020,female,55-59,2626.0
ABW,2020,female,60-64,1741.0
ABW,2020,female,65-69,1220.0
ABW,2020,female,70-74,736.0
ABW,2020,female,75+,850.0
ABW,2020,male,0-4,1513.0
ABW,2020,male,5-9,1563.0
ABW,2020,male,10-14,1323.0
ABW,2020,male, 15-19,1299.0
ABW,2020,male,20-24,1353.0
ABW,2020,male,25-29,1531.0
ABW,2020,male,30-34,1726.0
ABW,2020,male,35-39,1930.0
ABW,2020,male,40-44,2171.0
ABW,2020,male,45-49,2424.0
ABW,2020,male,50-54,2274.0
ABW,2020,male,55-59,1935.0
ABW,2020,male,60-64,1284.0
ABW,2020,male,65-69,887.0
ABW,2020,male,70-74,522.0
ABW,2020,male,75+,572.0
ABW,2020,total,0-4,3135.0
ABW,2020,total,5-9,3276.0
ABW,2020,total,10-14,2814.0
ABW,2020,total, 15-19,2641.0
ABW,2020,total,20-24,2775.0
ABW,2020,total,25-29,3363.0
ABW,2020,total,30-34,3900.0
ABW,2020,total,35-39,4135.0
ABW,2020,total,40-44,4728.0
ABW,2020,total,45-49,5211.0
ABW,2020,total,50-54,5242.0
ABW,2020,total,55-59,4561.0
ABW,2020,total,60-64,3025.0
ABW,2020,total,65-69,2107.0
ABW,2020,total,70-74,1258.0
ABW,2020,total,75+,1422.0
AFG,1990,female,0-4,1547.0
AFG,1990,female,5-9,1640.0
AFG,1990,female,10-14,2020.0
AFG,1990,female, 15-19,2559.0
AFG,1990,female,20-24,3167.0
AFG,1990,female,25-29,3374.0
AFG,1990,female,30-34,2922.0
AFG,1990,female,35-39,2216.0
AFG,1990,female,40-44,1587.0
AFG,1990,female,45-49,1162.0
AFG,1990,female,50-54,889.0
AFG,1990,female,55-59,730.0
AFG,1990,female,60-64,550.0
AFG,1990,female,65-69,377.0
AFG,1990,female,70-74,150.0
AFG,1990,female,75+,238.0
AFG,1990,male,0-4,2146.0
AFG,1990,male,5-9,2155.0
AFG,1990,male,10-14,2485.0
AFG,1990,male, 15-19,2811.0
AFG,1990,male,20-24,3323.0
AFG,1990,male,25-29,3780.0
AFG,1990,male,30-34,3664.0
AFG,1990,male,35-39,3120.0
AFG,1990,male,40-44,2444.0
AFG,1990,male,45-49,1849.0
AFG,1990,male,50-54,1454.0
AFG,1990,male,55-59,1206.0
AFG,1990,male,60-64,906.0
AFG,1990,male,65-69,609.0
AFG,1990,male,70-74,244.0
AFG,1990,male,75+,362.0
AFG,1990,total,0-4,3693.0
AFG,1990,total,5-9,3795.0
AFG,1990,total,10-14,4505.0
AFG,1990,total, 15-19,5370.0
AFG,1990,total,20-24,6490.0
AFG,1990,total,25-29,7154.0
AFG,1990,total,30-34,6586.0
AFG,1990,total,35-39,5336.0
AFG,1990,total,40-44,4031.0
AFG,1990,total,45-49,3011.0
AFG,1990,total,50-54,2343.0
AFG,1990,total,55-59,1936.0
AFG,1990,total,60-64,1456.0
AFG,1990,total,65-69,986.0
AFG,1990,total,70-74,394.0
AFG,1990,total,75+,600.0
AFG,1995,female,0-4,1941.0
AFG,1995,female,5-9,2146.0
AFG,1995,female,10-14,2514.0
AFG,1995,female, 15-19,3169.0
AFG,1995,female,20-24,3909.0
AFG,1995,female,25-29,4099.0
AFG,1995,female,30-34,3659.0
AFG,1995,female,35-39,2971.0
AFG,1995,female,40-44,2255.0
AFG,1995,female,45-49,1704.0
AFG,1995,female,50-54,1306.0
AFG,1995,female,55-59,1054.0
AFG,1995,female,60-64,772.0
AFG,1995,female,65-69,454.0
AFG,1995,female,70-74,180.0
AFG,1995,female,75+,284.0
AFG,1995,male,0-4,2438.0
AFG,1995,male,5-9,2559.0
AFG,1995,male,10-14,2823.0
AFG,1995,male, 15-19,3212.0
AFG,1995,male,20-24,3820.0
AFG,1995,male,25-29,4300.0
AFG,1995,male,30-34,4293.0
AFG,1995,male,35-39,3921.0
AFG,1995,male,40-44,3229.0
AFG,1995,male,45-49,2508.0
AFG,1995,male,50-54,1952.0
AFG,1995,male,55-59,1575.0
AFG,1995,male,60-64,1151.0
AFG,1995,male,65-69,664.0
AFG,1995,male,70-74,267.0
AFG,1995,male,75+,393.0
AFG,1995,total,0-4,4379.0
AFG,1995,total,5-9,4705.0
AFG,1995,total,10-14,5337.0
AFG,1995,total, 15-19,6381.0
AFG,1995,total,20-24,7729.0
AFG,1995,total,25-29,8399.0
AFG,1995,total,30-34,7952.0
AFG,1995,total,35-39,6892.0
AFG,1995,total,40-44,5484.0
AFG,1995,total,45-49,4212.0
AFG,1995,total,50-54,3258.0
AFG,1995,total,55-59,2629.0
AFG,1995,total,60-64,1923.0
AFG,1995,total,65-69,1118.0
AFG,1995,total,70-74,447.0
AFG,1995,total,75+,677.0
AFG,2000,female,0-4,1938.0
AFG,2000,female,5-9,2213.0
AFG,2000,female,10-14,2494.0
AFG,2000,female, 15-19,3129.0
AFG,2000,female,20-24,3851.0
AFG,2000,female,25-29,3986.0
AFG,2000,female,30-34,3646.0
AFG,2000,female,35-39,3117.0
AFG,2000,female,40-44,2461.0
AFG,2000,female,45-49,1897.0
AFG,2000,female,50-54,1456.0
AFG,2000,female,55-59,1162.0
AFG,2000,female,60-64,835.0
AFG,2000,female,65-69,436.0
AFG,2000,female,70-74,173.0
AFG,2000,female,75+,275.0
AFG,2000,male,0-4,2549.0
AFG,2000,male,5-9,2782.0
AFG,2000,male,10-14,2970.0
AFG,2000,male, 15-19,3420.0
AFG,2000,male,20-24,4096.0
AFG,2000,male,25-29,4550.0
AFG,2000,male,30-34,4621.0
AFG,2000,male,35-39,4420.0
AFG,2000,male,40-44,3752.0
AFG,2000,male,45-49,2961.0
AFG,2000,male,50-54,2286.0
AFG,2000,male,55-59,1813.0
AFG,2000,male,60-64,1300.0
AFG,2000,male,65-69,665.0
AFG,2000,male,70-74,267.0
AFG,2000,male,75+,396.0
AFG,2000,total,0-4,4487.0
AFG,2000,total,5-9,4995.0
AFG,2000,total,10-14,5464.0
AFG,2000,total, 15-19,6549.0
AFG,2000,total,20-24,7947.0
AFG,2000,total,25-29,8536.0
AFG,2000,total,30-34,8267.0
AFG,2000,total,35-39,7537.0
AFG,2000,total,40-44,6213.0
AFG,2000,total,45-49,4858.0
AFG,2000,total,50-54,3742.0
AFG,2000,total,55-59,2975.0
AFG,2000,total,60-64,2135.0
AFG,2000,total,65-69,1101.0
AFG,2000,total,70-74,440.0
AFG,2000,total,75+,671.0
AFG,2005,female,0-4,2189.0
AFG,2005,female,5-9,2499.0
AFG,2005,female,10-14,2956.0
AFG,2005,female, 15-19,3565.0
AFG,2005,female,20-24,4170.0
AFG,2005,female,25-29,4336.0
AFG,2005,female,30-34,4051.0
AFG,2005,female,35-39,3545.0
AFG,2005,female,40-44,2944.0
AFG,2005,female,45-49,2359.0
AFG,2005,female,50-54,1892.0
AFG,2005,female,55-59,1526.0
AFG,2005,female,60-64,1069.0
AFG,2005,female,65-69,460.0
AFG,2005,female,70-74,183.0
AFG,2005,female,75+,289.0
AFG,2005,male,0-4,2879.0
AFG,2005,male,5-9,3103.0
AFG,2005,male,10-14,3446.0
AFG,2005,male, 15-19,3941.0
AFG,2005,male,20-24,4596.0
AFG,2005,male,25-29,5054.0
AFG,2005,male,30-34,5174.0
AFG,2005,male,35-39,4944.0
AFG,2005,male,40-44,4364.0
AFG,2005,male,45-49,3593.0
AFG,2005,male,50-54,2889.0
AFG,2005,male,55-59,2331.0
AFG,2005,male,60-64,1625.0
AFG,2005,male,65-69,673.0
AFG,2005,male,70-74,270.0
AFG,2005,male,75+,399.0
AFG,2005,total,0-4,5068.0
AFG,2005,total,5-9,5602.0
AFG,2005,total,10-14,6402.0
AFG,2005,total, 15-19,7506.0
AFG,2005,total,20-24,8766.0
AFG,2005,total,25-29,9390.0
AFG,2005,total,30-34,9225.0
AFG,2005,total,35-39,8489.0
AFG,2005,total,40-44,7308.0
AFG,2005,total,45-49,5952.0
AFG,2005,total,50-54,4781.0
AFG,2005,total,55-59,3857.0
AFG,2005,total,60-64,2694.0
AFG,2005,total,65-69,1133.0
AFG,2005,total,70-74,453.0
AFG,2005,total,75+,688.0
AFG,2010,female,0-4,2537.0
AFG,2010,female,5-9,2894.0
AFG,2010,female,10-14,3548.0
AFG,2010,female, 15-19,4159.0
AFG,2010,female,20-24,4674.0
AFG,2010,female,25-29,4869.0
AFG,2010,female,30-34,4633.0
AFG,2010,female,35-39,4130.0
AFG,2010,female,40-44,3557.0
AFG,2010,female,45-49,2926.0
AFG,2010,female,50-54,2409.0
AFG,2010,female,55-59,1956.0
AFG,2010,female,60-64,1241.0
AFG,2010,female,65-69,503.0
AFG,2010,female,70-74,201.0
AFG,2010,female,75+,313.0
AFG,2010,male,0-4,3336.0
AFG,2010,male,5-9,3561.0
AFG,2010,male,10-14,4072.0
AFG,2010,male, 15-19,4633.0
AFG,2010,male,20-24,5294.0
AFG,2010,male,25-29,5781.0
AFG,2010,male,30-34,5955.0
AFG,2010,male,35-39,5684.0
AFG,2010,male,40-44,5167.0
AFG,2010,male,45-49,4385.0
AFG,2010,male,50-54,3624.0
AFG,2010,male,55-59,2956.0
AFG,2010,male,60-64,1862.0
AFG,2010,male,65-69,710.0
AFG,2010,male,70-74,284.0
AFG,2010,male,75+,422.0
AFG,2010,total,0-4,5873.0
AFG,2010,total,5-9,6455.0
AFG,2010,total,10-14,7620.0
AFG,2010,total, 15-19,8792.0
AFG,2010,total,20-24,9968.0
AFG,2010,total,25-29,10650.0
AFG,2010,total,30-34,10588.0
AFG,2010,total,35-39,9814.0
AFG,2010,total,40-44,8724.0
AFG,2010,total,45-49,7311.0
AFG,2010,total,50-54,6033.0
AFG,2010,total,55-59,4912.0
AFG,2010,total,60-64,3103.0
AFG,2010,total,65-69,1213.0
AFG,2010,total,70-74,485.0
AFG,2010,total,75+,735.0
AFG,2015,female,0-4,20541.0
AFG,2015,female,5-9,21727.0
AFG,2015,female,10-14,20130.0
AFG,2015,female, 15-19,14108.0
AFG,2015,female,20-24,13642.0
AFG,2015,female,25-29,14348.0
AFG,2015,female,30-34,13853.0
AFG,2015,female,35-39,12532.0
AFG,2015,female,40-44,10897.0
AFG,2015,female,45-49,9081.0
AFG,2015,female,50-54,7126.0
AFG,2015,female,55-59,5248.0
AFG,2015,female,60-64,3085.0
AFG,2015,female,65-69,742.0
AFG,2015,female,70-74,370.0
AFG,2015,female,75+,452.0
AFG,2015,male,0-4,21571.0
AFG,2015,male,5-9,21175.0
AFG,2015,male,10-14,18162.0
AFG,2015,male, 15-19,12305.0
AFG,2015,male,20-24,12129.0
AFG,2015,male,25-29,13458.0
AFG,2015,male,30-34,14189.0
AFG,2015,male,35-39,13844.0
AFG,2015,male,40-44,12770.0
AFG,2015,male,45-49,11014.0
AFG,2015,male,50-54,8674.0
AFG,2015,male,55-59,6419.0
AFG,2015,male,60-64,4078.0
AFG,2015,male,65-69,840.0
AFG,2015,male,70-74,420.0
AFG,2015,male,75+,502.0
AFG,2015,total,0-4,42112.0
AFG,2015,total,5-9,42902.0
AFG,2015,total,10-14,38292.0
AFG,2015,total, 15-19,26413.0
AFG,2015,total,20-24,25771.0
AFG,2015,total,25-29,27806.0
AFG,2015,total,30-34,28042.0
AFG,2015,total,35-39,26376.0
AFG,2015,total,40-44,23667.0
AFG,2015,total,45-49,20095.0
AFG,2015,total,50-54,15800.0
AFG,2015,total,55-59,11667.0
AFG,2015,total,60-64,7163.0
AFG,2015,total,65-69,1582.0
AFG,2015,total,70-74,790.0
AFG,2015,total,75+,954.0
AFG,2020,female,0-4,10288.0
AFG,2020,female,5-9,7649.0
AFG,2020,female,10-14,7482.0
AFG,2020,female, 15-19,7247.0
AFG,2020,female,20-24,6080.0
AFG,2020,female,25-29,6211.0
AFG,2020,female,30-34,6004.0
AFG,2020,female,35-39,5440.0
AFG,2020,female,40-44,4769.0
AFG,2020,female,45-49,4134.0
AFG,2020,female,50-54,3379.0
AFG,2020,female,55-59,2606.0
AFG,2020,female,60-64,1823.0
AFG,2020,female,65-69,1180.0
AFG,2020,female,70-74,337.0
AFG,2020,female,75+,280.0
AFG,2020,male,0-4,9330.0
AFG,2020,male,5-9,6214.0
AFG,2020,male,10-14,5776.0
AFG,2020,male, 15-19,5663.0
AFG,2020,male,20-24,4970.0
AFG,2020,male,25-29,5359.0
AFG,2020,male,30-34,5666.0
AFG,2020,male,35-39,5543.0
AFG,2020,male,40-44,5161.0
AFG,2020,male,45-49,4630.0
AFG,2020,male,50-54,3800.0
AFG,2020,male,55-59,2943.0
AFG,2020,male,60-64,2174.0
AFG,2020,male,65-69,1298.0
AFG,2020,male,70-74,371.0
AFG,2020,male,75+,291.0
AFG,2020,total,0-4,19618.0
AFG,2020,total,5-9,13863.0
AFG,2020,total,10-14,13258.0
AFG,2020,total, 15-19,12910.0
AFG,2020,total,20-24,11050.0
AFG,2020,total,25-29,11570.0
AFG,2020,total,30-34,11670.0
AFG,2020,total,35-39,10983.0
AFG,2020,total,40-44,9930.0
AFG,2020,total,45-49,8764.0
AFG,2020,total,50-54,7179.0
AFG,2020,total,55-59,5549.0
AFG,2020,total,60-64,3997.0
AFG,2020,total,65-69,2478.0
AFG,2020,total,70-74,708.0
AFG,2020,total,75+,571.0
AGO,1990,female,0-4,698.0
AGO,1990,female,5-9,1223.0
AGO,1990,female,10-14,1911.0
AGO,1990,female, 15-19,2322.0
AGO,1990,female,20-24,2185.0
AGO,1990,female,25-29,1715.0
AGO,1990,female,30-34,1265.0
AGO,1990,female,35-39,848.0
AGO,1990,female,40-44,676.0
AGO,1990,female,45-49,634.0
AGO,1990,female,50-54,577.0
AGO,1990,female,55-59,422.0
AGO,1990,female,60-64,364.0
AGO,1990,female,65-69,232.0
AGO,1990,female,70-74,174.0
AGO,1990,female,75+,129.0
AGO,1990,male,0-4,666.0
AGO,1990,male,5-9,1129.0
AGO,1990,male,10-14,1718.0
AGO,1990,male, 15-19,2017.0
AGO,1990,male,20-24,1944.0
AGO,1990,male,25-29,1870.0
AGO,1990,male,30-34,1840.0
AGO,1990,male,35-39,1480.0
AGO,1990,male,40-44,1227.0
AGO,1990,male,45-49,1154.0
AGO,1990,male,50-54,1051.0
AGO,1990,male,55-59,764.0
AGO,1990,male,60-64,570.0
AGO,1990,male,65-69,367.0
AGO,1990,male,70-74,225.0
AGO,1990,male,75+,120.0
AGO,1990,total,0-4,1364.0
AGO,1990,total,5-9,2352.0
AGO,1990,total,10-14,3629.0
AGO,1990,total, 15-19,4339.0
AGO,1990,total,20-24,4129.0
AGO,1990,total,25-29,3585.0
AGO,1990,total,30-34,3105.0
AGO,1990,total,35-39,2328.0
AGO,1990,total,40-44,1903.0
AGO,1990,total,45-49,1788.0
AGO,1990,total,50-54,1628.0
AGO,1990,total,55-59,1186.0
AGO,1990,total,60-64,934.0
AGO,1990,total,65-69,599.0
AGO,1990,total,70-74,399.0
AGO,1990,total,75+,249.0
AGO,1995,female,0-4,895.0
AGO,1995,female,5-9,1424.0
AGO,1995,female,10-14,2158.0
AGO,1995,female, 15-19,2623.0
AGO,1995,female,20-24,2794.0
AGO,1995,female,25-29,2404.0
AGO,1995,female,30-34,1688.0
AGO,1995,female,35-39,1090.0
AGO,1995,female,40-44,812.0
AGO,1995,female,45-49,688.0
AGO,1995,female,50-54,612.0
AGO,1995,female,55-59,524.0
AGO,1995,female,60-64,459.0
AGO,1995,female,65-69,382.0
AGO,1995,female,70-74,290.0
AGO,1995,female,75+,215.0
AGO,1995,male,0-4,790.0
AGO,1995,male,5-9,1220.0
AGO,1995,male,10-14,1806.0
AGO,1995,male, 15-19,2117.0
AGO,1995,male,20-24,2292.0
AGO,1995,male,25-29,2428.0
AGO,1995,male,30-34,2298.0
AGO,1995,male,35-39,1790.0
AGO,1995,male,40-44,1394.0
AGO,1995,male,45-49,1192.0
AGO,1995,male,50-54,1064.0
AGO,1995,male,55-59,895.0
AGO,1995,male,60-64,677.0
AGO,1995,male,65-69,416.0
AGO,1995,male,70-74,242.0
AGO,1995,male,75+,134.0
AGO,1995,total,0-4,1685.0
AGO,1995,total,5-9,2644.0
AGO,1995,total,10-14,3964.0
AGO,1995,total, 15-19,4740.0
AGO,1995,total,20-24,5086.0
AGO,1995,total,25-29,4832.0
AGO,1995,total,30-34,3986.0
AGO,1995,total,35-39,2880.0
AGO,1995,total,40-44,2206.0
AGO,1995,total,45-49,1880.0
AGO,1995,total,50-54,1676.0
AGO,1995,total,55-59,1419.0
AGO,1995,total,60-64,1136.0
AGO,1995,total,65-69,798.0
AGO,1995,total,70-74,532.0
AGO,1995,total,75+,349.0
AGO,2000,female,0-4,1091.0
AGO,2000,female,5-9,1623.0
AGO,2000,female,10-14,2406.0
AGO,2000,female, 15-19,2925.0
AGO,2000,female,20-24,3398.0
AGO,2000,female,25-29,3091.0
AGO,2000,female,30-34,2107.0
AGO,2000,female,35-39,1330.0
AGO,2000,female,40-44,947.0
AGO,2000,female,45-49,743.0
AGO,2000,female,50-54,650.0
AGO,2000,female,55-59,563.0
AGO,2000,female,60-64,522.0
AGO,2000,female,65-69,525.0
AGO,2000,female,70-74,420.0
AGO,2000,female,75+,400.0
AGO,2000,male,0-4,892.0
AGO,2000,male,5-9,1282.0
AGO,2000,male,10-14,1847.0
AGO,2000,male, 15-19,2161.0
AGO,2000,male,20-24,2578.0
AGO,2000,male,25-29,2921.0
AGO,2000,male,30-34,2704.0
AGO,2000,male,35-39,2065.0
