Country,Year,Type,Category,Displacements,latitude,longitude,event_start,event_end,disp_start,disp_end
PAK,2024,Disaster,Flood,95,34.30497,71.598351,2024-04-15,2024-04-15,2024-04-15,2024-04-15
PAK,2024,Disaster,Flood,7,33.0,70.0,2024-04-15,2024-04-15,2024-04-15,2024-04-15
MYS,2024,Disaster,Flood,91,2.38358,102.159409,2024-04-15,2024-04-15,2024-04-15,2024-04-15
PAK,2024,Disaster,Flood,7,34.193802,72.045151,2024-04-15,2024-04-15,2024-04-15,2024-04-15
PAK,2024,Disaster,Flood,7,34.14423,71.732368,2024-04-12,2024-04-15,2024-04-15,2024-04-15
PAK,2024,Disaster,Flood,27,35.14603,72.012619,2024-04-13,2024-04-15,2024-04-15,2024-04-15
PAK,2024,Disaster,Flood,20,34.5,72.0,2024-04-15,2024-04-15,2024-04-15,2024-04-15
MYS,2024,Disaster,Flood,12,2.24633,102.229439,2024-04-15,2024-04-15,2024-04-15,2024-04-15
PAK,2024,Disaster,Flood,14,33.666672,71.0,2024-04-15,2024-04-15,2024-04-15,2024-04-15
PAK,2024,Disaster,Flood,7,34.5,71.333328,2024-04-15,2024-04-15,2024-04-15,2024-04-15
PAK,2024,Disaster,Flood,20,34.833328,71.5,2024-04-15,2024-04-15,2024-04-15,2024-04-15
PAK,2024,Disaster,Mass Movement,34,35.850891,71.790192,2024-04-15,2024-04-15,2024-04-15,2024-04-15
PAK,2024,Disaster,Flood,14,35.093319,72.017853,2024-04-15,2024-04-15,2024-04-15,2024-04-15
PAK,2024,Disaster,Flood,7,34.95694,72.848061,2024-04-15,2024-04-15,2024-04-15,2024-04-15
ESP,2024,Disaster,Wildfire,180,38.706581,-0.09245,2024-04-14,2024-04-15,2024-04-14,2024-04-15
PAK,2024,Disaster,Flood,20,35.14603,72.012619,2024-04-13,2024-04-15,2024-04-14,2024-04-14
PAK,2024,Disaster,Flood,68,35.850891,71.790192,2024-04-13,2024-04-14,2024-04-14,2024-04-14
PAK,2024,Disaster,Flood,7,35.14603,72.012619,2024-04-13,2024-04-15,2024-04-13,2024-04-13
PAK,2024,Disaster,Flood,7,35.850891,71.790192,2024-04-13,2024-04-14,2024-04-13,2024-04-13
PAK,2024,Disaster,Flood,7,34.01556,71.981277,2024-04-13,2024-04-13,2024-04-13,2024-04-13
FIN,2024,Disaster,Flood,12,64.169662,24.33334,2024-04-13,2024-04-13,2024-04-13,2024-04-13
PAK,2024,Disaster,Flood,27,34.14423,71.732368,2024-04-12,2024-04-15,2024-04-12,2024-04-15
NPL,2024,Disaster,Wildfire,8,28.39846,82.17318,2024-04-11,2024-04-11,2024-04-11,2024-04-11
NPL,2024,Disaster,Storm,4,26.741671,86.349442,2024-04-11,2024-04-11,2024-04-11,2024-04-11
USA,2024,Disaster,Storm,7,30.422501,-89.961906,2024-04-09,2024-04-11,2024-04-11,2024-04-11
USA,2024,Disaster,Flood,15,40.4981,-79.944122,2024-04-11,2024-04-12,2024-04-11,2024-04-11
NZL,2024,Disaster,Wildfire,8,-42.911369,172.574234,2024-04-11,2024-04-11,2024-04-11,2024-04-11
NPL,2024,Disaster,Wildfire,4,27.15543,86.679893,2024-04-11,2024-04-11,2024-04-11,2024-04-11
ESP,2024,Disaster,Wildfire,4,39.65686,3.4398,2024-04-10,2024-04-10,2024-04-10,2024-04-10
RUS,2024,Disaster,Flood,945,51.802400500000005,56.06118,2024-03-27,2024-03-27,2024-04-10,2024-04-10
USA,2024,Disaster,Storm,50,30.287571,-89.77449,2024-04-09,2024-04-11,2024-04-10,2024-04-10
ESP,2024,Disaster,Storm,40,28.293579,-16.62145,2024-04-10,2024-04-10,2024-04-10,2024-04-10
UKR,2024,Conflict,Conflict,3,46.83577,33.41674,2024-01-01,2024-12-31,2024-04-10,2024-04-10
UKR,2024,Conflict,Conflict,259,47.96067,37.834438,2024-01-01,2024-12-31,2024-04-10,2024-04-10
ESP,2024,Disaster,Wildfire,8,39.63559,3.41822,2024-04-10,2024-04-10,2024-04-10,2024-04-10
ESP,2024,Disaster,Storm,7,27.958,-15.60623,2024-04-10,2024-04-10,2024-04-10,2024-04-10
UKR,2024,Conflict,Conflict,3,50.286591,36.95269,2024-01-01,2024-12-31,2024-04-09,2024-04-09
KAZ,2024,Disaster,Flood,118,51.443508,63.39246,2024-03-27,2024-03-27,2024-04-09,2024-04-09
KAZ,2024,Disaster,Flood,98,53.835651,69.735443,2024-03-27,2024-03-27,2024-04-09,2024-04-09
KAZ,2024,Disaster,Flood,461,51.860981,69.819641,2024-03-27,2024-03-27,2024-04-09,2024-04-09
USA,2024,Disaster,Storm,2,32.763451,-90.360626,2024-04-09,2024-04-11,2024-04-09,2024-04-09
USA,2024,Disaster,Storm,2,32.35059,-90.839371,2024-04-09,2024-04-11,2024-04-09,2024-04-09
USA,2024,Disaster,Wildfire,2,36.49263,-99.282837,2024-04-06,2024-04-09,2024-04-09,2024-04-09
KAZ,2024,Disaster,Flood,216,48.245209,59.455662,2024-03-27,2024-03-27,2024-04-09,2024-04-09
UKR,2024,Conflict,Conflict,520,47.96067,37.834438,2024-01-01,2024-12-31,2024-04-09,2024-04-09
RUS,2024,Disaster,Flood,55,52.430431,53.537571,2024-03-27,2024-03-27,2024-04-09,2024-04-09
KAZ,2024,Disaster,Flood,2536,46.891918,53.97541,2024-03-27,2024-03-27,2024-04-09,2024-04-09
GBR,2024,Disaster,Storm,15,50.814339,-0.53936,2024-04-09,2024-04-09,2024-04-09,2024-04-09
KAZ,2024,Disaster,Flood,32,51.960152,66.408882,2024-03-27,2024-03-27,2024-04-08,2024-04-08
KAZ,2024,Disaster,Flood,34,51.26701,70.181107,2024-03-27,2024-03-27,2024-04-08,2024-04-08
KAZ,2024,Disaster,Flood,3511,48.006939,66.307419,2024-03-27,2024-03-27,2024-04-08,2024-04-08
KAZ,2024,Disaster,Flood,69,51.960152,66.408882,2024-03-27,2024-03-27,2024-04-08,2024-04-08
KAZ,2024,Disaster,Flood,70,53.835651,69.735443,2024-03-27,2024-03-27,2024-04-08,2024-04-08
UKR,2024,Conflict,Conflict,383,47.96067,37.834438,2024-01-01,2024-12-31,2024-04-08,2024-04-08
UKR,2024,Conflict,Conflict,400,47.96067,37.834438,2024-01-01,2024-12-31,2024-04-08,2024-04-08
NPL,2024,Disaster,Wildfire,8,28.0961,81.771439,2024-04-08,2024-04-08,2024-04-08,2024-04-08
USA,2024,Disaster,Wildfire,2,39.30476,-96.801064,2024-04-06,2024-04-08,2024-04-08,2024-04-08
RUS,2024,Disaster,Flood,373,52.430431,53.537571,2024-03-27,2024-03-27,2024-04-08,2024-04-08
IDN,2024,Disaster,Flood,615,1.40135,124.958054,2024-04-07,2024-04-08,2024-04-07,2024-04-09
RUS,2024,Disaster,Flood,2254,52.430431,53.537571,2024-03-27,2024-03-27,2024-04-07,2024-04-07
IDN,2024,Disaster,Flood,15,0.99554,121.56913,2024-04-07,2024-04-07,2024-04-07,2024-04-07
IDN,2024,Disaster,Flood,162,1.44344,125.194077,2024-04-07,2024-04-07,2024-04-07,2024-04-07
KAZ,2024,Disaster,Flood,25529,48.006939,66.307419,2024-03-27,2024-03-27,2024-04-07,2024-04-07
RUS,2024,Disaster,Flood,1689,51.17437,58.584789,2024-03-27,2024-03-27,2024-04-07,2024-04-07
RUS,2024,Disaster,Flood,360,53.223789,50.137508,2024-03-27,2024-03-27,2024-04-07,2024-04-07
VNM,2024,Disaster,Mass Movement,23,21.17518,106.061089,2024-04-07,2024-04-07,2024-04-07,2024-04-07
KAZ,2024,Disaster,Flood,57,51.890591,66.324173,2024-03-27,2024-03-27,2024-04-06,2024-04-06
NPL,2024,Disaster,Wildfire,8,27.93218,83.145889,2024-04-06,2024-04-06,2024-04-06,2024-04-06
USA,2024,Disaster,Wildfire,1051,36.49263,-99.282837,2024-04-06,2024-04-09,2024-04-06,2024-04-06
UKR,2024,Conflict,Conflict,437,47.96067,37.834438,2024-01-01,2024-12-31,2024-04-06,2024-04-06
KAZ,2024,Disaster,Flood,13632,46.962151,54.01292,2024-03-27,2024-03-27,2024-04-06,2024-04-06
GRC,2024,Disaster,Wildfire,16,35.02642425,25.895609750000002,2024-04-06,2024-04-06,2024-04-06,2024-04-06
GRC,2024,Disaster,Wildfire,5,35.032734000000005,25.929675,2024-04-06,2024-04-06,2024-04-06,2024-04-06
USA,2024,Disaster,Wildfire,5,39.30476,-96.801064,2024-04-06,2024-04-08,2024-04-06,2024-04-06
RUS,2024,Disaster,Flood,711,52.430431,53.537571,2024-03-27,2024-03-27,2024-04-06,2024-04-06
KAZ,2024,Disaster,Flood,13407,48.006939,66.307419,2024-03-27,2024-03-27,2024-04-06,2024-04-06
KAZ,2024,Disaster,Flood,200,50.00742,56.923069,2024-03-27,2024-03-27,2024-04-06,2024-04-06
AUS,2024,Disaster,Storm,3600,-33.535003599999996,150.8466902,2024-04-05,2024-04-07,2024-04-05,2024-04-07
UKR,2024,Conflict,Conflict,394,47.96067,37.834438,2024-01-01,2024-12-31,2024-04-05,2024-04-05
UKR,2024,Conflict,Conflict,3,49.495609,36.663502,2024-01-01,2024-12-31,2024-04-05,2024-04-05
IDN,2024,Disaster,Flood,31,-0.31566,100.033836,2024-04-05,2024-04-05,2024-04-05,2024-04-05
USA,2024,Disaster,Earthquake,28,40.735661,-74.172371,2024-04-05,2024-04-05,2024-04-05,2024-04-05
NPL,2024,Disaster,Wildfire,13,27.15543,86.679893,2024-04-05,2024-04-05,2024-04-05,2024-04-05
UKR,2024,Conflict,Conflict,7,50.08519,35.20105,2024-01-01,2024-12-31,2024-04-05,2024-04-05
KAZ,2024,Disaster,Flood,130,46.891918,53.97541,2024-03-27,2024-03-27,2024-04-05,2024-04-05
KAZ,2024,Disaster,Flood,384,48.006939,66.307419,2024-03-27,2024-03-27,2024-04-05,2024-04-05
CHN,2024,Disaster,Flood,832,23.135771,113.198273,2024-04-04,2024-04-08,2024-04-04,2024-04-07
IDN,2024,Disaster,Mass Movement,14,-7.35866,109.903023,2024-04-04,2024-04-04,2024-04-04,2024-04-04
USA,2024,Disaster,Wildfire,2,36.32077,-118.026466,2024-04-03,2024-04-06,2024-04-04,2024-04-04
PHL,2024,Conflict,Conflict,154,10.27074,123.07341,2024-04-04,2024-04-04,2024-04-04,2024-04-04
UKR,2024,Conflict,Conflict,346,47.96067,37.834438,2024-01-01,2024-12-31,2024-04-04,2024-04-04
IDN,2024,Disaster,Flood,10,-5.65434,106.654327,2024-04-04,2024-04-04,2024-04-04,2024-04-04
RUS,2024,Disaster,Flood,1473,52.430431,53.537571,2024-03-27,2024-03-27,2024-04-04,2024-04-04
KAZ,2024,Disaster,Flood,1814,48.006939,66.307419,2024-03-27,2024-03-27,2024-04-04,2024-04-04
KAZ,2024,Disaster,Flood,19,51.104118,66.314888,2024-03-27,2024-03-27,2024-04-03,2024-04-03
KAZ,2024,Disaster,Flood,5,48.419731,62.106098,2024-03-27,2024-03-27,2024-04-03,2024-04-03
KAZ,2024,Disaster,Flood,85,49.754505,55.811554,2024-03-27,2024-03-27,2024-04-03,2024-04-03
TWN,2024,Disaster,Earthquake,63,23.704399,120.52388,2024-04-03,2024-04-03,2024-04-03,2024-04-03
KAZ,2024,Disaster,Flood,328,49.864349,51.507469,2024-03-27,2024-03-27,2024-04-03,2024-04-03
NPL,2024,Disaster,Wildfire,8,26.932819,86.519699,2024-04-03,2024-04-03,2024-04-03,2024-04-03
KAZ,2024,Disaster,Flood,543,48.006939,66.307419,2024-03-27,2024-03-27,2024-04-03,2024-04-03
UKR,2024,Conflict,Conflict,381,47.96067,37.834438,2024-01-01,2024-12-31,2024-04-03,2024-04-03
PHL,2024,Disaster,Earthquake,60,17.200661,120.470009,2024-04-03,2024-04-03,2024-04-03,2024-04-03
PHL,2024,Disaster,Earthquake,3092,17.677231,121.88903,2024-04-03,2024-04-03,2024-04-03,2024-04-03
IDN,2024,Disaster,Flood,39,0.10925,99.828117,2024-04-03,2024-04-03,2024-04-03,2024-04-03
VNM,2024,Disaster,Mass Movement,14,10.12344,105.517441,2024-04-03,2024-04-03,2024-04-03,2024-04-03
USA,2024,Disaster,Flood,50,47.566071,-122.222839,2024-04-03,2024-04-04,2024-04-03,2024-04-03
IDN,2024,Disaster,Erosion,12,-4.07765,102.577202,2024-04-03,2024-04-03,2024-04-03,2024-04-03
LBN,2024,Conflict,Conflict,16,33.59132,35.729389,2024-01-01,2024-12-31,2024-04-02,2024-04-09
LBN,2024,Conflict,Conflict,40,33.257519,35.498131,2024-01-01,2024-12-31,2024-04-02,2024-04-09
LBN,2024,Conflict,Conflict,20,33.37532,35.732731,2024-01-01,2024-12-31,2024-04-02,2024-04-09
LBN,2024,Conflict,Conflict,90,33.839352,35.648811,2024-01-01,2024-12-31,2024-04-02,2024-04-09
LBN,2024,Conflict,Conflict,10,33.772919,35.633511,2024-01-01,2024-12-31,2024-04-02,2024-04-09
LBN,2024,Conflict,Conflict,208,33.213039,35.289219,2024-01-01,2024-12-31,2024-04-02,2024-04-09
LBN,2024,Conflict,Conflict,61,33.45813,35.353119,2024-01-01,2024-12-31,2024-04-02,2024-04-09
LBN,2024,Conflict,Conflict,75,33.399269,35.453529,2024-01-01,2024-12-31,2024-04-02,2024-04-09
LBN,2024,Conflict,Conflict,41,33.638432,35.543652,2024-01-01,2024-12-31,2024-04-02,2024-04-09
LBN,2024,Conflict,Conflict,55,33.173401,35.408821,2024-01-01,2024-12-31,2024-04-02,2024-04-09
LBN,2024,Conflict,Conflict,9,33.890862,35.47794,2024-01-01,2024-12-31,2024-04-02,2024-04-09
LBN,2024,Conflict,Conflict,44,34.138378,36.286228,2024-01-01,2024-12-31,2024-04-02,2024-04-09
UKR,2024,Conflict,Conflict,26,50.138599,35.523251,2024-01-01,2024-12-31,2024-04-02,2024-04-02
PHL,2024,Conflict,Conflict,625,17.36986,120.48082,2024-04-02,2024-04-02,2024-04-02,2024-04-02
NGA,2024,Disaster,Storm,600,8.15993,8.33729,2024-04-02,2024-04-02,2024-04-02,2024-04-02
PHL,2024,Conflict,Conflict,384,17.4168,120.595467,2024-04-02,2024-04-02,2024-04-02,2024-04-02
UKR,2024,Conflict,Conflict,355,47.96067,37.834438,2024-01-01,2024-12-31,2024-04-02,2024-04-02
KAZ,2024,Disaster,Flood,292,49.003311499999995,73.347145,2024-03-27,2024-03-27,2024-04-02,2024-04-02
KAZ,2024,Disaster,Flood,1831,48.006939,66.307419,2024-03-27,2024-03-27,2024-04-02,2024-04-02
UKR,2024,Conflict,Conflict,3,46.75045,32.951981,2024-01-01,2024-12-31,2024-04-02,2024-04-02
KAZ,2024,Disaster,Flood,4,47.828941,79.287941,2024-03-27,2024-03-27,2024-04-02,2024-04-02
KAZ,2024,Disaster,Flood,365,48.006939,66.307419,2024-03-27,2024-03-27,2024-04-02,2024-04-02
MMR,2024,Conflict,Conflict,4600,12.27192,98.489594,2024-01-01,2024-12-31,2024-04-01,2024-04-08
RUS,2024,Conflict,Conflict,1000,50.708012,37.583759,2024-01-01,2024-01-31,2024-04-01,2024-04-08
MMR,2024,Conflict,Conflict,4300,24.47151,95.465286,2024-01-01,2024-12-31,2024-04-01,2024-04-08
MMR,2024,Conflict,Conflict,600,19.40822,94.100594,2024-01-01,2024-12-31,2024-04-01,2024-04-08
MMR,2024,Conflict,Conflict,200,18.159109,96.65007,2024-01-01,2024-12-31,2024-04-01,2024-04-08
MMR,2024,Conflict,Conflict,3800,17.18631,97.749931,2024-01-01,2024-12-31,2024-04-01,2024-04-08
MMR,2024,Conflict,Conflict,7300,26.020769,97.491928,2024-01-01,2024-12-31,2024-04-01,2024-04-08
MMR,2024,Conflict,Conflict,2800,20.78562,97.532921,2024-01-01,2024-12-31,2024-04-01,2024-04-08
MMR,2024,Conflict,Conflict,1300,22.01824,93.503799,2024-01-01,2024-12-31,2024-04-01,2024-04-08
MMR,2024,Conflict,Conflict,1000,19.40822,94.100594,2024-01-01,2024-12-31,2024-04-01,2024-04-08
RUS,2024,Conflict,Conflict,1000,50.708012,37.583759,2024-01-01,2024-01-31,2024-04-01,2024-04-01
RUS,2024,Conflict,Conflict,400,53.45288733333333,40.941276333333334,2024-01-01,2024-01-31,2024-04-01,2024-04-01
ITA,2024,Disaster,Mass Movement,5,46.061699,10.71107,2024-04-01,2024-04-01,2024-04-01,2024-04-01
UKR,2024,Conflict,Conflict,3,47.14571,35.73764,2024-01-01,2024-12-31,2024-04-01,2024-04-01
KAZ,2024,Disaster,Flood,958,48.006939,66.307419,2024-03-27,2024-03-27,2024-04-01,2024-04-01
UKR,2024,Conflict,Conflict,382,47.96067,37.834438,2024-01-01,2024-12-31,2024-04-01,2024-04-01
ITA,2024,Disaster,Flood,15,46.17662,10.3926,2024-04-01,2024-04-01,2024-04-01,2024-04-01
IND,2024,Disaster,Storm,13879,26.054211,90.752762,2024-03-31,2024-04-11,2024-03-31,2024-04-11
IND,2024,Disaster,Storm,3633,24.239389,92.714539,2024-03-31,2024-04-02,2024-03-31,2024-04-02
IND,2024,Disaster,Storm,46,8.30163,77.091721,2024-03-31,2024-03-31,2024-03-31,2024-04-01
IND,2024,Disaster,Storm,4192,25.577869,91.265472,2024-03-31,2024-03-31,2024-03-31,2024-04-01
UKR,2024,Conflict,Conflict,584,47.96067,37.834438,2024-01-01,2024-12-31,2024-03-31,2024-03-31
MAR,2024,Disaster,Flood,13,35.48798,-5.48255,2024-03-31,2024-03-31,2024-03-31,2024-03-31
IND,2024,Disaster,Storm,110,26.319392299999997,93.29149029999999,2024-03-31,2024-04-11,2024-03-31,2024-03-31
CHN,2024,Disaster,Storm,552,28.0,116.0,2024-03-31,2024-03-31,2024-03-31,2024-03-31
ESP,2024,Disaster,Mass Movement,3,37.437691,-5.12737,2024-03-29,2024-03-31,2024-03-31,2024-03-31
KAZ,2024,Disaster,Flood,1997,49.1837291,65.89459960000002,2024-03-27,2024-03-27,2024-03-31,2024-03-31
KAZ,2024,Disaster,Flood,6,46.759548,69.956627,2024-03-27,2024-03-27,2024-03-31,2024-03-31
KAZ,2024,Disaster,Flood,111,48.245209,59.455662,2024-03-27,2024-03-27,2024-03-31,2024-03-31
IND,2024,Disaster,Storm,7312,26.504003272674453,88.7060380433312,2024-03-31,2024-03-31,2024-03-31,2024-03-31
TZA,2024,Disaster,Flood,1660,-10.39923,38.390339,2024-03-31,2024-03-31,2024-03-31,2024-03-31
RUS,2024,Disaster,Flood,29,52.54269,82.700401,2024-03-27,2024-03-27,2024-03-30,2024-04-05
PHL,2024,Conflict,Conflict,1169,6.97623,124.48217,2024-03-30,2024-03-31,2024-03-30,2024-03-31
IND,2024,Disaster,Storm,283,23.734249,91.55629,2024-03-30,2024-03-31,2024-03-30,2024-03-31
IDN,2024,Disaster,Flood,70,-2.59513,120.256248,2024-03-30,2024-03-30,2024-03-30,2024-03-30
ESP,2024,Disaster,Storm,63,41.761299,-0.79651,2024-03-30,2024-03-30,2024-03-30,2024-03-30
PAK,2024,Disaster,Flood,14,33.0,70.0,2024-03-30,2024-03-30,2024-03-30,2024-03-30
UKR,2024,Conflict,Conflict,3,49.383808,37.633011,2024-01-01,2024-12-31,2024-03-30,2024-03-30
UKR,2024,Conflict,Conflict,462,47.96067,37.834438,2024-01-01,2024-12-31,2024-03-30,2024-03-30
UKR,2024,Conflict,Conflict,3,50.286591,36.95269,2024-01-01,2024-12-31,2024-03-30,2024-03-30
PAK,2024,Disaster,Flood,7,35.14603,72.012619,2024-03-30,2024-03-30,2024-03-30,2024-03-30
PAK,2024,Disaster,Mass Movement,14,33.0,70.0,2024-03-30,2024-03-30,2024-03-30,2024-03-30
KAZ,2024,Disaster,Flood,90,51.100842,52.981602,2024-03-27,2024-03-27,2024-03-30,2024-03-30
KAZ,2024,Disaster,Flood,5050,48.9397156,62.5788926,2024-03-27,2024-03-27,2024-03-30,2024-03-30
PAK,2024,Disaster,Wildfire,14,34.143661,73.213913,2024-03-30,2024-03-30,2024-03-30,2024-03-30
IRN,2024,Disaster,Mass Movement,11,32.293919,50.870022,2024-03-29,2024-03-30,2024-03-30,2024-03-30
RUS,2024,Conflict,Conflict,300,50.613178,37.241482,2024-01-01,2024-01-31,2024-03-30,2024-03-30
RUS,2024,Disaster,Flood,4235,55.517078,65.459068,2024-03-27,2024-03-27,2024-03-29,2024-04-10
RUS,2024,Disaster,Flood,119,55.517078,65.459068,2024-03-27,2024-03-27,2024-03-29,2024-04-08
RUS,2024,Disaster,Flood,456,53.223789,50.137508,2024-03-27,2024-03-27,2024-03-29,2024-04-05
FRA,2024,Disaster,Flood,150,45.919022,1.20318,2024-03-29,2024-03-01,2024-03-29,2024-04-02
FRA,2024,Disaster,Flood,562,47.223202,0.68667,2024-03-29,2024-03-01,2024-03-29,2024-04-01
AFG,2024,Disaster,Flood,185,33.725109,66.219658,2024-03-29,2024-03-30,2024-03-29,2024-03-30
PAK,2024,Disaster,Storm,7,34.5,71.333328,2024-03-29,2024-03-30,2024-03-29,2024-03-30
AFG,2024,Disaster,Flood,80,34.22039,70.380028,2024-03-29,2024-03-30,2024-03-29,2024-03-30
AFG,2024,Disaster,Flood,121,35.003109,68.752487,2024-03-29,2024-03-30,2024-03-29,2024-03-30
AFG,2024,Disaster,Flood,8,37.21064,70.594353,2024-03-29,2024-03-30,2024-03-29,2024-03-30
URY,2024,Disaster,Flood,13,-33.764019,-55.864201,2024-03-14,2024-04-05,2024-03-29,2024-03-29
PRT,2024,Disaster,Storm,2,37.263981,-8.34873,2024-03-29,2024-03-29,2024-03-29,2024-03-29
KAZ,2024,Disaster,Flood,113,53.296108,69.410767,2024-03-27,2024-03-27,2024-03-29,2024-03-29
KAZ,2024,Disaster,Flood,161,51.173889,53.011478,2024-03-27,2024-03-27,2024-03-29,2024-03-29
KAZ,2024,Disaster,Flood,271,49.704262,53.612659,2024-03-27,2024-03-27,2024-03-29,2024-03-29
KAZ,2024,Disaster,Flood,2848,48.9397156,62.578892599999996,2024-03-27,2024-03-27,2024-03-29,2024-03-29
IDN,2024,Disaster,Mass Movement,15,-6.91993,106.926514,2024-03-29,2024-03-29,2024-03-29,2024-03-29
IDN,2024,Disaster,Flood,24,-8.45352,118.727623,2024-03-29,2024-03-29,2024-03-29,2024-03-29
UKR,2024,Conflict,Conflict,507,47.96067,37.834438,2024-01-01,2024-12-31,2024-03-29,2024-03-29
UKR,2024,Conflict,Conflict,7,47.14571,35.73764,2024-01-01,2024-12-31,2024-03-29,2024-03-29
RUS,2024,Conflict,Conflict,1200,51.864647000000005,37.05366050000001,2024-01-01,2024-01-31,2024-03-29,2024-03-29
USA,2024,Disaster,Mass Movement,10,34.355629,-119.06498,2024-03-25,2024-04-01,2024-03-29,2024-03-29
RUS,2024,Conflict,Conflict,330,58.01232766666667,51.978468666666664,2024-01-01,2024-01-31,2024-03-29,2024-03-29
RUS,2024,Conflict,Conflict,200,53.44491,40.7969265,2024-01-01,2024-01-31,2024-03-29,2024-03-29
HTI,2024,Conflict,Conflict,29867,18.485371,-72.37545,2024-02-29,2024-02-29,2024-03-28,2024-04-09
PHL,2024,Conflict,Conflict,537,13.06935,123.600273,2024-03-28,2024-03-28,2024-03-28,2024-03-31
PAK,2024,Disaster,Storm,14,33.0,70.0,2024-03-28,2024-03-30,2024-03-28,2024-03-30
PHL,2024,Disaster,Flood,140,7.10827,124.823303,2024-03-28,2024-03-28,2024-03-28,2024-03-29
PHL,2024,Disaster,Flood,25,7.27916,124.424271,2024-03-28,2024-03-28,2024-03-28,2024-03-29
RUS,2024,Conflict,Conflict,450,50.708012,37.583759,2024-01-01,2024-01-31,2024-03-28,2024-03-28
RUS,2024,Conflict,Conflict,250,56.2936765,53.112791,2024-01-01,2024-01-31,2024-03-28,2024-03-28
RUS,2024,Conflict,Conflict,300,51.722606999999996,38.253315,2024-01-01,2024-01-31,2024-03-28,2024-03-28
KAZ,2024,Disaster,Flood,1642,48.209399250000004,60.7687055,2024-03-27,2024-03-27,2024-03-28,2024-03-28
COL,2024,Conflict,Conflict,279,2.31013,-78.304207,2024-03-28,2024-03-28,2024-03-28,2024-03-28
ISR,2024,Conflict,Conflict,4,30.67396,34.880199,2024-03-01,2024-03-31,2024-03-28,2024-03-28
UKR,2024,Conflict,Conflict,2,50.142151,36.29213,2024-01-01,2024-12-31,2024-03-28,2024-03-28
UKR,2024,Conflict,Conflict,10,50.336048,36.189041,2024-01-01,2024-12-31,2024-03-28,2024-03-28
UKR,2024,Conflict,Conflict,438,47.96067,37.834438,2024-01-01,2024-12-31,2024-03-28,2024-03-28
UKR,2024,Conflict,Conflict,7,47.14571,35.73764,2024-01-01,2024-12-31,2024-03-28,2024-03-28
IND,2024,Disaster,Storm,183,25.39337,94.15052,2024-03-27,2024-04-02,2024-03-27,2024-03-31
MDG,2024,Disaster,Storm,955,-16.31727,49.491489,2024-03-27,2024-03-27,2024-03-27,2024-03-30
MDG,2024,Disaster,Storm,7174,-14.29387,49.773399,2024-03-27,2024-03-27,2024-03-27,2024-03-30
MDG,2024,Disaster,Storm,14569,-13.20438,49.111141,2024-03-27,2024-03-27,2024-03-27,2024-03-30
RUS,2024,Conflict,Conflict,140,47.2752555,39.641214000000005,2024-01-01,2024-01-31,2024-03-27,2024-03-27
NGA,2024,Conflict,Conflict,230,12.194855,6.554375,2024-03-27,2024-03-27,2024-03-27,2024-03-27
PHL,2024,Disaster,Storm,34,17.68346,120.73204,2024-03-27,2024-03-27,2024-03-27,2024-03-27
MDG,2024,Disaster,Storm,22000,-14.605173333333333,49.45867633333334,2024-03-27,2024-03-27,2024-03-27,2024-03-27
LKA,2024,Disaster,Storm,4,6.92721,80.338547,2024-03-27,2024-03-27,2024-03-27,2024-03-27
KAZ,2024,Disaster,Flood,27,50.789879,51.522758,2024-03-27,2024-03-27,2024-03-27,2024-03-27
MDG,2024,Disaster,Storm,2560,-14.605173333333333,49.45867633333334,2024-03-27,2024-03-27,2024-03-27,2024-03-27
KAZ,2024,Disaster,Flood,11,51.443508,63.39246,2024-03-27,2024-03-27,2024-03-27,2024-03-27
VNM,2024,Disaster,Storm,79,22.776384999999998,105.48093449999999,2024-03-27,2024-03-27,2024-03-27,2024-03-27
UKR,2024,Conflict,Conflict,456,47.96067,37.834438,2024-01-01,2024-12-31,2024-03-27,2024-03-27
IDN,2024,Disaster,Storm,19,3.69472,98.831001,2024-03-27,2024-03-27,2024-03-27,2024-03-27
IDN,2024,Disaster,Storm,15,3.3388,97.745644,2024-03-27,2024-03-27,2024-03-27,2024-03-27
KAZ,2024,Disaster,Flood,83,48.245209,59.455662,2024-03-27,2024-03-27,2024-03-27,2024-03-27
URY,2024,Disaster,Flood,277,-32.958099,-56.053799,2024-03-14,2024-04-05,2024-03-27,2024-03-27
IDN,2024,Disaster,Storm,35,3.93053,108.190117,2024-03-27,2024-03-27,2024-03-27,2024-03-27
KAZ,2024,Disaster,Flood,291,48.209399250000004,60.768705499999996,2024-03-27,2024-03-27,2024-03-27,2024-03-27
LBN,2024,Conflict,Conflict,2,33.37532,35.732731,2024-01-01,2024-12-31,2024-03-26,2024-04-02
LBN,2024,Conflict,Conflict,15,33.173401,35.408821,2024-01-01,2024-12-31,2024-03-26,2024-04-02
LBN,2024,Conflict,Conflict,60,33.772919,35.633511,2024-01-01,2024-12-31,2024-03-26,2024-04-02
LBN,2024,Conflict,Conflict,274,33.213039,35.289219,2024-01-01,2024-12-31,2024-03-26,2024-04-02
LBN,2024,Conflict,Conflict,61,33.45813,35.353119,2024-01-01,2024-12-31,2024-03-26,2024-04-02
LBN,2024,Conflict,Conflict,1,33.535419,35.842571,2024-01-01,2024-12-31,2024-03-26,2024-04-02
LBN,2024,Conflict,Conflict,64,33.257519,35.498131,2024-01-01,2024-12-31,2024-03-26,2024-04-02
