Country,Year,Type,Category,Displacements,latitude,longitude,event_start,event_end,disp_start,disp_end
PER,2023,Disaster,Flood,49,-13.05721,-75.015388,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Flood,8,-9.40289,-75.805,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Flood,19,-14.20443,-75.633301,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Flood,4,-7.95632,-78.328941,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Flood,8,-6.32831,-80.011627,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Flood,11,-11.79883,-76.652763,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Flood,4,-10.3007,-75.051903,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Flood,131,-5.22562,-80.267517,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,26,-14.00688,-72.839394,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,4,-6.19437,-78.839668,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,169,-4.98684,-78.202477,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,75,-14.00688,-72.839394,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,8,-15.95938,-72.444351,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,60,-13.89975,-74.23156,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,19,-6.19437,-78.839668,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,26,-13.32081,-71.860184,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,11,-13.05721,-75.015388,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Flood,21136,2.78886,41.769081,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,4,-11.66875,-74.905792,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,79,-4.37773,-74.336327,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,15,-11.62432,-70.751579,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,75,-10.3007,-75.051903,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,26,-5.22562,-80.267517,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,4,-15.14977,-70.093193,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,1013,-7.10115,-76.867531,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,4,-17.5606,-70.209267,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Storm,158,-9.35537,-73.904839,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Mass Movement,26,-13.05721,-75.015388,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Wildfire,26,-14.00688,-72.839394,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Wildfire,4,-11.62432,-70.751579,2023-10-01,2023-10-31,2023-10-01,2023-10-31
PER,2023,Disaster,Wildfire,15,-9.35537,-73.904839,2023-10-01,2023-10-31,2023-10-01,2023-10-31
YEM,2023,Disaster,Flood,2009,13.21578,43.601608,2023-10-01,2023-10-31,2023-10-01,2023-10-31
YEM,2023,Disaster,Flood,7,14.55396,46.75597,2023-10-01,2023-10-31,2023-10-01,2023-10-31
YEM,2023,Disaster,Flood,28,15.13922,44.107819,2023-10-01,2023-10-31,2023-10-01,2023-10-31
YEM,2023,Disaster,Flood,105,15.33288,45.452229,2023-10-01,2023-10-31,2023-10-01,2023-10-31
YEM,2023,Disaster,Flood,21,17.369221,49.255508,2023-10-01,2023-10-31,2023-10-01,2023-10-31
YEM,2023,Disaster,Flood,182,14.53955,44.306332,2023-10-01,2023-10-31,2023-10-01,2023-10-31
YEM,2023,Disaster,Flood,483,16.299959,43.868599,2023-10-01,2023-10-31,2023-10-01,2023-10-31
YEM,2023,Disaster,Flood,3339,14.63751,43.084629,2023-10-01,2023-10-31,2023-10-01,2023-10-31
YEM,2023,Disaster,Flood,7,13.56868,46.132999,2023-10-01,2023-10-31,2023-10-01,2023-10-31
CAF,2023,Conflict,Conflict,903,7.69208,18.62434,2023-10-01,2023-10-31,2023-10-01,2023-10-31
CAF,2023,Conflict,Conflict,1443,5.76795,20.67565,2023-10-01,2023-10-31,2023-10-01,2023-10-31
CAF,2023,Disaster,Flood,2253,4.9601,21.353661,2023-10-01,2023-10-31,2023-10-01,2023-10-31
CAF,2023,Conflict,Conflict,2896,8.41115,20.64847,2023-10-01,2023-10-31,2023-10-01,2023-10-31
CAF,2023,Disaster,Flood,2495,4.31256,22.553921,2023-10-01,2023-10-31,2023-10-01,2023-10-31
CAF,2023,Conflict,Conflict,583,7.30398,18.29109,2023-10-01,2023-10-31,2023-10-01,2023-10-31
CAF,2023,Conflict,Conflict,16,6.50861,18.27586,2023-10-01,2023-10-31,2023-10-01,2023-10-31
CAF,2023,Conflict,Conflict,1310,7.47642,15.60212,2023-10-01,2023-10-31,2023-10-01,2023-10-31
CAF,2023,Conflict,Conflict,4,6.99931,19.182301,2023-10-01,2023-10-31,2023-10-01,2023-10-31
CAF,2023,Disaster,Flood,3009,4.63485,21.519455,2023-10-01,2023-10-31,2023-10-01,2023-10-31
CAF,2023,Disaster,Flood,2662,4.64273,21.2657455,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Conflict,Conflict,651,4.985,46.89711,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ETH,2023,Disaster,Drought,3290,12.59218,37.056042,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ETH,2023,Conflict,Conflict,5626,9.65123,38.706108,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ETH,2023,Conflict,Conflict,36473,9.83333,36.666672,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ETH,2023,Conflict,Conflict,675,9.42792,37.04285,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ETH,2023,Conflict,Conflict,240,7.86372,39.725109,2023-10-01,2023-10-31,2023-10-01,2023-10-31
MOZ,2023,Conflict,Conflict,6007,-12.31002,39.417488,2023-10-01,2023-10-31,2023-10-01,2023-10-31
MOZ,2023,Conflict,Conflict,12,-15.17202,39.11227,2023-10-01,2023-10-31,2023-10-01,2023-10-31
MOZ,2023,Conflict,Conflict,40,-13.38679,36.314289,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Drought,189,2.71289,43.594711,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Drought,315,10.19913,50.075611,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Drought,371,4.18315,43.83952,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Drought,466,10.69372,43.517429,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Conflict,Conflict,45,9.155,45.442669,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Conflict,Conflict,1966,1.94058,44.65102,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Conflict,Conflict,4204,2.97559,46.011532,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Conflict,Conflict,8,8.225,49.20454,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Conflict,Conflict,61,6.02615,48.3344,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Conflict,Conflict,3172,-0.24564,41.960709,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Conflict,Conflict,9497,1.15233,42.8367,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Conflict,Conflict,250,4.32167,45.491798,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Conflict,Conflict,66,2.78886,41.769081,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ETH,2023,Disaster,Flood,8442,10.0245,40.653149,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Conflict,Conflict,596,10.45982,47.529308,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Conflict,Conflict,64,2.71289,43.594711,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Conflict,Conflict,92,2.11667,45.400002,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Conflict,Conflict,66,4.18315,43.83952,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ZWE,2023,Disaster,Storm,171,-16.89398,28.578369,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ETH,2023,Conflict,Conflict,1442,14.12007,37.499779,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ETH,2023,Conflict,Conflict,1188,14.341105957914777,37.90389410854664,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ETH,2023,Conflict,Conflict,330,9.10185,37.856892,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ETH,2023,Disaster,Mass Movement,42,6.61667,37.150002,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ETH,2023,Disaster,Flood,90,6.60319,44.357769,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ETH,2023,Disaster,Flood,444,8.07342348803192,44.26970127053292,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ETH,2023,Disaster,Flood,930,7.148144557966475,42.74236990766997,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ETH,2023,Disaster,Flood,9526,4.54425,40.711788,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ETH,2023,Disaster,Flood,25320,5.63875,44.069981,2023-10-01,2023-10-31,2023-10-01,2023-10-31
ETH,2023,Disaster,Flood,2623,8.24675,34.58757,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Flood,169,1.94058,44.65102,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Flood,1426,2.97559,46.011532,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Flood,456,8.225,49.20454,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Flood,3845,-0.24564,41.960709,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Flood,8964,1.15233,42.8367,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Flood,198,4.32167,45.491798,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Flood,30173,2.71289,43.594711,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Flood,121,10.19913,50.075611,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Flood,11,2.11667,45.400002,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Flood,25,4.18315,43.83952,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Mass Movement,487,8.225,49.20454,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Drought,248,9.155,45.442669,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Drought,46,1.94058,44.65102,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Drought,437,2.97559,46.011532,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Drought,1599,-0.24564,41.960709,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Drought,128,1.15233,42.8367,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Drought,1418,4.32167,45.491798,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Drought,357,2.78886,41.769081,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SOM,2023,Disaster,Drought,44,4.985,46.89711,2023-10-01,2023-10-31,2023-10-01,2023-10-31
SYR,2023,Conflict,Conflict,6,34.46159,37.1443745,2023-10-01,2023-10-31,2023-10-01,2023-10-30
SYR,2023,Conflict,Conflict,120,32.828468,36.110161,2023-10-01,2023-10-31,2023-10-01,2023-10-30
SYR,2023,Conflict,Conflict,30,33.276945,36.482876000000005,2023-10-01,2023-10-31,2023-10-01,2023-10-30
SYR,2023,Conflict,Conflict,44,33.488383999999996,36.65069,2023-10-01,2023-10-31,2023-10-01,2023-10-30
SYR,2023,Conflict,Conflict,35,33.09264,35.938122,2023-10-01,2023-10-31,2023-10-01,2023-10-30
SYR,2023,Conflict,Conflict,13,35.865721,36.697435,2023-10-01,2023-10-31,2023-10-01,2023-10-30
SYR,2023,Conflict,Conflict,28,33.54208,37.206295,2023-10-01,2023-10-31,2023-10-01,2023-10-30
SYR,2023,Conflict,Conflict,64968,35.856022,36.570721,2023-10-01,2023-10-31,2023-10-01,2023-10-30
SYR,2023,Conflict,Conflict,18,33.171993,36.1919555,2023-10-01,2023-10-31,2023-10-01,2023-10-30
SYR,2023,Conflict,Conflict,104,35.495180000000005,36.6601755,2023-10-01,2023-10-31,2023-10-01,2023-10-30
SYR,2023,Conflict,Conflict,4014,36.15263,37.411121,2023-10-01,2023-10-31,2023-10-01,2023-10-30
SYR,2023,Conflict,Conflict,9,35.643484,37.0803755,2023-10-01,2023-10-31,2023-10-01,2023-10-30
SYR,2023,Conflict,Conflict,9809,36.004326000000006,36.990921,2023-10-01,2023-10-31,2023-10-01,2023-10-30
SYR,2023,Conflict,Conflict,7,36.0818655,38.136026,2023-10-01,2023-10-31,2023-10-01,2023-10-30
SYR,2023,Conflict,Conflict,2,35.039169,36.411764000000005,2023-10-01,2023-10-31,2023-10-01,2023-10-30
COD,2023,Conflict,Conflict,198900,-1.23352,29.076564142857144,2023-10-01,2023-11-30,2023-10-01,2023-10-19
SYR,2023,Conflict,Conflict,20402,36.21357,36.770432,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,1511,36.28334,36.849991,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,2089,35.812389,36.193909,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,1357,36.622398,36.937119,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,570,36.586441,37.046429,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,16,35.903439,36.72575,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,4594,35.991928,36.393841,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,126,35.956409,36.714581,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,3197,36.13937,36.823479,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,7539,36.084438,36.504379,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,1717,35.813061,36.610371,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,6321,36.51004,36.866871,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,4293,36.209511,36.520679,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,9,36.818111,38.00983,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,5252,35.885071,36.291771,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,2938,35.92783,36.6353,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,101,35.71451913049907,36.560694910494306,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,2654,36.395481,36.688499,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,745,35.815571,36.317501,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,1609,36.116669,36.51667,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,14254,36.010311,36.673649,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,35,36.56316,36.737679,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,261,35.787392,36.471909,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,2622,36.1385,36.61322,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,300,36.674011,36.658001,2023-10-01,2023-10-18,2023-10-01,2023-10-18
SYR,2023,Conflict,Conflict,6594,36.137218,36.45417,2023-10-01,2023-10-18,2023-10-01,2023-10-18
BFA,2023,Conflict,Conflict,4024,11.191785,-3.6253200000000003,2023-10-01,2023-10-01,2023-10-01,2023-10-12
IDN,2023,Disaster,Drought,7,-3.92215,122.084862,2023-10-01,2023-10-11,2023-10-01,2023-10-11
COD,2023,Conflict,Conflict,145000,-0.9659433333333333,28.971253,2023-10-01,2023-11-30,2023-10-01,2023-10-09
COD,2023,Conflict,Conflict,84700,-1.1396642857142858,29.006969857142856,2023-10-01,2023-11-30,2023-10-01,2023-10-08
AGO,2023,Disaster,Storm,1417,-7.12661,15.38715,2023-10-01,2023-10-07,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,6,13.75781,43.767181,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,6,15.78333,45.033329,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,6,15.7365,44.537731,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,72,13.66064,43.685951,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,6,14.01045,43.627831,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,6,13.9317,43.483101,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,6,14.93082,45.502789,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,42,14.18356,43.226372,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,24,13.69479,44.009411,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,6,16.299959,43.868599,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,18,13.17405,43.72982,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,6,13.96112,43.96608,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,6,13.75991,43.689251,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,30,15.12925,45.286812,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,6,14.13242,43.388599,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,6,16.087839,44.958488,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,12,14.81278,42.964722,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,6,15.21467,43.06974,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,6,14.1951,43.315182,2023-10-01,2023-10-31,2023-10-01,2023-10-07
YEM,2023,Conflict,Conflict,6,13.47797,44.080631,2023-10-01,2023-10-31,2023-10-01,2023-10-07
LKA,2023,Disaster,Flood,4,6.9913,79.939377,2023-09-30,2023-10-02,2023-10-01,2023-10-05
AUS,2023,Disaster,Wildfire,80,-38.044682,147.586655,2023-10-01,2023-10-05,2023-10-01,2023-10-05
LBY,2023,Disaster,Flood,448,24.962629,10.17972,2023-09-30,2023-10-02,2023-10-01,2023-10-02
LBY,2023,Disaster,Storm,22,26.589701,12.76942,2023-09-30,2023-10-02,2023-10-01,2023-10-02
HND,2023,Disaster,Flood,100,15.18496,-87.97348,2023-10-01,2023-10-02,2023-10-01,2023-10-02
TUR,2023,Disaster,Flood,16,40.809109,40.059559,2023-10-01,2023-10-01,2023-10-01,2023-10-02
REU,2023,Disaster,Wildfire,20,-21.02973,55.25415,2023-10-01,2023-10-01,2023-10-01,2023-10-01
MMR,2023,Disaster,Storm,4,16.619289,97.456253,2023-10-01,2023-10-01,2023-10-01,2023-10-01
AFG,2023,Disaster,Flood,80,35.004089,71.041779,2023-10-01,2023-10-01,2023-10-01,2023-10-01
SYR,2023,Disaster,Flood,5,36.21357,36.770432,2023-10-01,2023-10-02,2023-10-01,2023-10-01
PHL,2023,Disaster,Storm,57,14.59788,120.98365,2023-10-01,2023-10-01,2023-10-01,2023-10-01
LKA,2023,Disaster,Flood,74,7.11384,80.136772,2023-09-30,2023-10-02,2023-10-01,2023-10-01
IND,2023,Disaster,Flood,20,10.44581,76.27562,2023-10-01,2023-10-01,2023-10-01,2023-10-01
IDN,2023,Disaster,Storm,8,-0.00414,100.559273,2023-10-01,2023-10-01,2023-10-01,2023-10-01
LKA,2023,Disaster,Flood,25,6.98987,79.892708,2023-09-30,2023-10-02,2023-10-01,2023-10-01
IDN,2023,Disaster,Storm,68,2.83541,98.284508,2023-10-01,2023-10-01,2023-10-01,2023-10-01
BDI,2023,Disaster,Flood,282,-2.71551,29.244419,2023-10-01,2023-10-01,2023-10-01,2023-10-01
PSE,2023,Conflict,Conflict,9,31.806061,35.326118,2023-10-01,2023-10-31,2023-10-01,2023-10-01
PSE,2023,Conflict,Conflict,12,31.806061,35.326118,2023-10-01,2023-10-31,2023-10-01,2023-10-01
BFA,2023,Conflict,Conflict,4631,13.450180000000001,-2.3679799999999998,2023-09-30,2023-09-30,2023-09-30,2023-11-08
BFA,2023,Conflict,Conflict,10,13.40507,-2.34057,2023-09-30,2023-09-30,2023-09-30,2023-11-02
BFA,2023,Conflict,Conflict,3007,13.714915000000001,-2.4177049999999998,2023-09-30,2023-09-30,2023-09-30,2023-11-02
SLV,2023,Disaster,Storm,45,13.74482,-89.361153,2023-09-20,2023-10-03,2023-09-30,2023-10-03
LKA,2023,Disaster,Flood,24,7.07938,79.890762,2023-09-30,2023-10-02,2023-09-30,2023-10-03
SLV,2023,Disaster,Storm,8,14.11391,-89.567963,2023-09-20,2023-10-03,2023-09-30,2023-10-03
ARG,2023,Disaster,Storm,16,-53.42218,-68.340584,2023-09-30,2023-10-01,2023-09-30,2023-10-01
BFA,2023,Conflict,Conflict,2092,13.714915000000001,-2.4177049999999998,2023-09-30,2023-09-30,2023-09-30,2023-09-30
LKA,2023,Disaster,Flood,48,6.94966,80.058319,2023-09-30,2023-10-02,2023-09-30,2023-09-30
BFA,2023,Conflict,Conflict,497,12.966005,-4.0751175,2023-09-30,2023-09-30,2023-09-30,2023-09-30
TCD,2023,Conflict,Conflict,400,14.18571,13.655915,2023-09-01,2023-09-30,2023-09-30,2023-09-30
COL,2023,Conflict,Conflict,469,2.32816,-77.263809,2023-09-29,2023-10-06,2023-09-29,2023-10-06
PHL,2023,Disaster,Storm,9,10.67296,122.722992,2023-09-29,2023-10-09,2023-09-29,2023-10-05
LKA,2023,Disaster,Flood,4,6.55823,80.051277,2023-09-29,2023-10-02,2023-09-29,2023-10-02
MMR,2023,Disaster,Storm,4,17.350109,94.956322,2023-09-29,2023-09-29,2023-09-29,2023-09-29
LKA,2023,Disaster,Flood,175,6.93263,79.890312,2023-09-29,2023-10-05,2023-09-29,2023-09-29
CAN,2023,Disaster,Mass Movement,10,52.11903,-122.115494,2023-09-29,2023-10-11,2023-09-29,2023-09-29
LKA,2023,Disaster,Flood,21,5.9281,80.589363,2023-09-28,2023-10-23,2023-09-28,2023-11-21
COD,2023,Conflict,Conflict,8300,-3.39341,28.31061,2023-09-01,2023-11-30,2023-09-28,2023-10-15
LKA,2023,Disaster,Flood,72,6.08393,80.644974,2023-09-28,2023-10-09,2023-09-28,2023-10-13
LKA,2023,Disaster,Flood,20,6.16051,80.584457,2023-09-28,2023-10-09,2023-09-28,2023-10-09
LKA,2023,Disaster,Flood,42,6.10051,80.477509,2023-09-28,2023-10-09,2023-09-28,2023-10-09
LKA,2023,Disaster,Flood,15,6.29381,80.544182,2023-09-28,2023-10-09,2023-09-28,2023-10-07
MMR,2023,Disaster,Mass Movement,80,17.926359,95.155823,2023-09-28,2023-10-05,2023-09-28,2023-10-05
ECU,2023,Disaster,Flood,2,-2.86617,-79.185509,2023-09-28,2023-09-28,2023-09-28,2023-09-28
LKA,2023,Disaster,Flood,80,6.10051,80.477509,2023-09-28,2023-10-09,2023-09-28,2023-09-28
LKA,2023,Disaster,Flood,45,5.97531,80.4291,2023-09-28,2023-10-09,2023-09-28,2023-09-28
LKA,2023,Disaster,Flood,1194,5.94786,80.54631,2023-09-28,2023-10-09,2023-09-28,2023-09-28
COL,2023,Conflict,Conflict,50,1.3385,-77.592941,2023-09-28,2023-09-28,2023-09-28,2023-09-28
PHL,2023,Disaster,Storm,5,11.45079,123.078377,2023-09-28,2023-09-28,2023-09-28,2023-09-28
LKA,2023,Disaster,Flood,35,6.40124,80.691818,2023-09-27,2023-10-16,2023-09-27,2023-10-17
COD,2023,Conflict,Conflict,33000,1.91525,30.503839,2023-09-01,2023-10-14,2023-09-27,2023-10-13
LKA,2023,Disaster,Flood,4,6.73796,80.273079,2023-09-27,2023-10-02,2023-09-27,2023-10-02
LKA,2023,Disaster,Flood,4,6.50461,80.651031,2023-09-27,2023-10-02,2023-09-27,2023-09-30
LKA,2023,Disaster,Flood,4,6.72262,79.985962,2023-09-27,2023-09-29,2023-09-27,2023-09-29
GRC,2023,Disaster,Flood,312,39.300819,23.044621,2023-09-25,2023-09-29,2023-09-27,2023-09-29
GRC,2023,Disaster,Flood,17,38.583012,23.229719,2023-09-25,2023-09-29,2023-09-27,2023-09-29
HTI,2023,Conflict,Conflict,648,18.5959,-72.314911,2023-09-26,2023-09-27,2023-09-27,2023-09-27
KHM,2023,Disaster,Flood,598,12.46626,103.742683,2023-09-27,2023-09-27,2023-09-27,2023-09-27
PSE,2023,Conflict,Conflict,3,31.806061,35.326118,2023-09-01,2023-09-30,2023-09-27,2023-09-27
BDI,2023,Disaster,Flood,16,-3.01034,29.929581,2023-09-27,2023-09-27,2023-09-27,2023-09-27
MYS,2023,Disaster,Flood,167,6.09945,100.371971,2023-09-26,2023-09-26,2023-09-27,2023-09-27
IDN,2023,Disaster,Storm,23,3.593,99.158173,2023-09-27,2023-09-27,2023-09-27,2023-09-27
HTI,2023,Conflict,Conflict,483,18.565029,-72.193863,2023-09-26,2023-09-27,2023-09-27,2023-09-27
BDI,2023,Disaster,Flood,132,-2.75261,29.10898,2023-09-27,2023-09-27,2023-09-27,2023-09-27
BOL,2023,Conflict,Conflict,7,-16.44862,-68.213631,2023-09-27,2023-09-28,2023-09-27,2023-09-27
MYS,2023,Disaster,Flood,35,6.43197,100.268318,2023-09-27,2023-09-27,2023-09-27,2023-09-27
GRC,2023,Disaster,Flood,4,36.213188,22.985809,2023-09-25,2023-09-29,2023-09-27,2023-09-27
IRQ,2023,Conflict,Conflict,44,36.185131,41.790369,2023-04-01,2023-11-01,2023-09-26,2023-10-10
