Country,Year,Sex,Age,Value
ABW,1990,female,0-4,158.3
ABW,1990,female,5-9,178.6
ABW,1990,female,10-14,204.1
ABW,1990,female, 15-19,239.1
ABW,1990,female,20-24,286.5
ABW,1990,female,25-29,338.2
ABW,1990,female,30-34,362.3
ABW,1990,female,35-39,343.1
ABW,1990,female,40-44,282.1
ABW,1990,female,45-49,209.6
ABW,1990,female,50-54,156.4
ABW,1990,female,55-59,126.1
ABW,1990,female,60-64,109.4
ABW,1990,female,65-69,92.9
ABW,1990,female,70-74,76.6
ABW,1990,female,75+,117.5
ABW,1990,male,0-4,124.2
ABW,1990,male,5-9,140.5
ABW,1990,male,10-14,167.7
ABW,1990,male, 15-19,200.6
ABW,1990,male,20-24,237.5
ABW,1990,male,25-29,274.0
ABW,1990,male,30-34,286.3
ABW,1990,male,35-39,270.7
ABW,1990,male,40-44,224.7
ABW,1990,male,45-49,169.1
ABW,1990,male,50-54,125.6
ABW,1990,male,55-59,101.0
ABW,1990,male,60-64,85.3
ABW,1990,male,65-69,74.4
ABW,1990,male,70-74,53.7
ABW,1990,male,75+,70.8
ABW,1990,total,0-4,278.3
ABW,1990,total,5-9,314.9
ABW,1990,total,10-14,370.2
ABW,1990,total, 15-19,440.7
ABW,1990,total,20-24,526.6
ABW,1990,total,25-29,615.4
ABW,1990,total,30-34,651.2
ABW,1990,total,35-39,616.5
ABW,1990,total,40-44,508.5
ABW,1990,total,45-49,379.4
ABW,1990,total,50-54,282.1
ABW,1990,total,55-59,227.0
ABW,1990,total,60-64,194.2
ABW,1990,total,65-69,167.0
ABW,1990,total,70-74,129.7
ABW,1990,total,75+,185.4
ABW,1995,female,0-4,167.4
ABW,1995,female,5-9,198.1
ABW,1995,female,10-14,228.4
ABW,1995,female, 15-19,274.2
ABW,1995,female,20-24,332.3
ABW,1995,female,25-29,393.4
ABW,1995,female,30-34,420.2
ABW,1995,female,35-39,400.8
ABW,1995,female,40-44,328.8
ABW,1995,female,45-49,243.7
ABW,1995,female,50-54,181.5
ABW,1995,female,55-59,144.4
ABW,1995,female,60-64,121.1
ABW,1995,female,65-69,103.3
ABW,1995,female,70-74,86.3
ABW,1995,female,75+,115.2
ABW,1995,male,0-4,130.1
ABW,1995,male,5-9,155.2
ABW,1995,male,10-14,187.3
ABW,1995,male, 15-19,226.8
ABW,1995,male,20-24,271.9
ABW,1995,male,25-29,318.2
ABW,1995,male,30-34,332.5
ABW,1995,male,35-39,313.6
ABW,1995,male,40-44,256.5
ABW,1995,male,45-49,193.5
ABW,1995,male,50-54,144.3
ABW,1995,male,55-59,116.3
ABW,1995,male,60-64,97.1
ABW,1995,male,65-69,83.3
ABW,1995,male,70-74,63.0
ABW,1995,male,75+,76.6
ABW,1995,total,0-4,292.5
ABW,1995,total,5-9,348.3
ABW,1995,total,10-14,413.7
ABW,1995,total, 15-19,500.9
ABW,1995,total,20-24,605.7
ABW,1995,total,25-29,715.0
ABW,1995,total,30-34,755.6
ABW,1995,total,35-39,717.6
ABW,1995,total,40-44,587.0
ABW,1995,total,45-49,438.3
ABW,1995,total,50-54,326.0
ABW,1995,total,55-59,261.0
ABW,1995,total,60-64,218.2
ABW,1995,total,65-69,186.7
ABW,1995,total,70-74,148.7
ABW,1995,total,75+,189.7
ABW,2000,female,0-4,151.8
ABW,2000,female,5-9,177.4
ABW,2000,female,10-14,196.0
ABW,2000,female, 15-19,238.9
ABW,2000,female,20-24,299.4
ABW,2000,female,25-29,351.2
ABW,2000,female,30-34,389.4
ABW,2000,female,35-39,407.3
ABW,2000,female,40-44,404.8
ABW,2000,female,45-49,381.7
ABW,2000,female,50-54,333.2
ABW,2000,female,55-59,270.8
ABW,2000,female,60-64,218.5
ABW,2000,female,65-69,159.1
ABW,2000,female,70-74,104.9
ABW,2000,female,75+,182.5
ABW,2000,male,0-4,115.6
ABW,2000,male,5-9,139.7
ABW,2000,male,10-14,158.9
ABW,2000,male, 15-19,191.7
ABW,2000,male,20-24,239.1
ABW,2000,male,25-29,282.8
ABW,2000,male,30-34,310.5
ABW,2000,male,35-39,321.8
ABW,2000,male,40-44,317.1
ABW,2000,male,45-49,301.5
ABW,2000,male,50-54,272.1
ABW,2000,male,55-59,232.3
ABW,2000,male,60-64,193.2
ABW,2000,male,65-69,142.2
ABW,2000,male,70-74,71.0
ABW,2000,male,75+,105.4
ABW,2000,total,0-4,261.6
ABW,2000,total,5-9,312.7
ABW,2000,total,10-14,352.5
ABW,2000,total, 15-19,428.6
ABW,2000,total,20-24,537.4
ABW,2000,total,25-29,634.9
ABW,2000,total,30-34,700.3
ABW,2000,total,35-39,731.2
ABW,2000,total,40-44,724.5
ABW,2000,total,45-49,686.2
ABW,2000,total,50-54,608.4
ABW,2000,total,55-59,506.0
ABW,2000,total,60-64,413.9
ABW,2000,total,65-69,302.4
ABW,2000,total,70-74,175.2
ABW,2000,total,75+,286.2
ABW,2005,female,0-4,174.2
ABW,2005,female,5-9,254.8
ABW,2005,female,10-14,327.3
ABW,2005,female, 15-19,374.0
ABW,2005,female,20-24,359.1
ABW,2005,female,25-29,378.3
ABW,2005,female,30-34,458.2
ABW,2005,female,35-39,498.1
ABW,2005,female,40-44,522.1
ABW,2005,female,45-49,468.3
ABW,2005,female,50-54,389.2
ABW,2005,female,55-59,315.4
ABW,2005,female,60-64,271.4
ABW,2005,female,65-69,157.0
ABW,2005,female,70-74,98.8
ABW,2005,female,75+,205.8
ABW,2005,male,0-4,147.9
ABW,2005,male,5-9,215.3
ABW,2005,male,10-14,252.3
ABW,2005,male, 15-19,295.3
ABW,2005,male,20-24,290.6
ABW,2005,male,25-29,307.2
ABW,2005,male,30-34,364.0
ABW,2005,male,35-39,392.6
ABW,2005,male,40-44,412.1
ABW,2005,male,45-49,387.0
ABW,2005,male,50-54,336.2
ABW,2005,male,55-59,273.0
ABW,2005,male,60-64,236.2
ABW,2005,male,65-69,134.8
ABW,2005,male,70-74,76.4
ABW,2005,male,75+,109.1
ABW,2005,total,0-4,322.3
ABW,2005,total,5-9,471.3
ABW,2005,total,10-14,578.8
ABW,2005,total, 15-19,669.3
ABW,2005,total,20-24,649.6
ABW,2005,total,25-29,685.1
ABW,2005,total,30-34,821.6
ABW,2005,total,35-39,890.6
ABW,2005,total,40-44,933.8
ABW,2005,total,45-49,856.4
ABW,2005,total,50-54,727.5
ABW,2005,total,55-59,590.0
ABW,2005,total,60-64,509.0
ABW,2005,total,65-69,291.4
ABW,2005,total,70-74,174.9
ABW,2005,total,75+,310.4
ABW,2010,female,0-4,188.6
ABW,2010,female,5-9,351.7
ABW,2010,female,10-14,434.0
ABW,2010,female, 15-19,475.4
ABW,2010,female,20-24,433.3
ABW,2010,female,25-29,474.2
ABW,2010,female,30-34,640.3
ABW,2010,female,35-39,746.1
ABW,2010,female,40-44,810.5
ABW,2010,female,45-49,755.9
ABW,2010,female,50-54,646.7
ABW,2010,female,55-59,512.8
ABW,2010,female,60-64,395.2
ABW,2010,female,65-69,264.0
ABW,2010,female,70-74,188.4
ABW,2010,female,75+,326.9
ABW,2010,male,0-4,175.9
ABW,2010,male,5-9,339.2
ABW,2010,male,10-14,374.4
ABW,2010,male, 15-19,421.7
ABW,2010,male,20-24,362.8
ABW,2010,male,25-29,386.6
ABW,2010,male,30-34,475.1
ABW,2010,male,35-39,563.8
ABW,2010,male,40-44,603.4
ABW,2010,male,45-49,553.3
ABW,2010,male,50-54,451.7
ABW,2010,male,55-59,365.9
ABW,2010,male,60-64,293.0
ABW,2010,male,65-69,197.5
ABW,2010,male,70-74,123.8
ABW,2010,male,75+,191.9
ABW,2010,total,0-4,364.5
ABW,2010,total,5-9,693.6
ABW,2010,total,10-14,809.7
ABW,2010,total, 15-19,898.5
ABW,2010,total,20-24,795.9
ABW,2010,total,25-29,860.0
ABW,2010,total,30-34,1114.5
ABW,2010,total,35-39,1309.8
ABW,2010,total,40-44,1413.6
ABW,2010,total,45-49,1308.6
ABW,2010,total,50-54,1096.8
ABW,2010,total,55-59,876.9
ABW,2010,total,60-64,687.3
ABW,2010,total,65-69,461.2
ABW,2010,total,70-74,312.6
ABW,2010,total,75+,520.6
ABW,2015,female,0-4,199.2
ABW,2015,female,5-9,280.1
ABW,2015,female,10-14,506.0
ABW,2015,female, 15-19,631.7
ABW,2015,female,20-24,655.7
ABW,2015,female,25-29,656.5
ABW,2015,female,30-34,729.5
ABW,2015,female,35-39,813.1
ABW,2015,female,40-44,871.3
ABW,2015,female,45-49,887.6
ABW,2015,female,50-54,829.3
ABW,2015,female,55-59,669.9
ABW,2015,female,60-64,527.0
ABW,2015,female,65-69,420.0
ABW,2015,female,70-74,275.0
ABW,2015,female,75+,412.1
ABW,2015,male,0-4,186.7
ABW,2015,male,5-9,269.6
ABW,2015,male,10-14,434.9
ABW,2015,male, 15-19,560.4
ABW,2015,male,20-24,545.7
ABW,2015,male,25-29,538.9
ABW,2015,male,30-34,558.6
ABW,2015,male,35-39,627.0
ABW,2015,male,40-44,662.0
ABW,2015,male,45-49,657.0
ABW,2015,male,50-54,571.6
ABW,2015,male,55-59,467.6
ABW,2015,male,60-64,394.2
ABW,2015,male,65-69,320.8
ABW,2015,male,70-74,201.7
ABW,2015,male,75+,260.2
ABW,2015,total,0-4,385.7
ABW,2015,total,5-9,550.1
ABW,2015,total,10-14,943.9
ABW,2015,total, 15-19,1196.9
ABW,2015,total,20-24,1203.2
ABW,2015,total,25-29,1195.2
ABW,2015,total,30-34,1285.9
ABW,2015,total,35-39,1440.1
ABW,2015,total,40-44,1533.1
ABW,2015,total,45-49,1543.5
ABW,2015,total,50-54,1398.5
ABW,2015,total,55-59,1135.9
ABW,2015,total,60-64,920.1
ABW,2015,total,65-69,739.7
ABW,2015,total,70-74,475.4
ABW,2015,total,75+,673.6
ABW,2020,female,0-4,476.8
ABW,2020,female,5-9,490.2
ABW,2020,female,10-14,576.6
ABW,2020,female, 15-19,795.6
ABW,2020,female,20-24,963.3
ABW,2020,female,25-29,1057.9
ABW,2020,female,30-34,1050.7
ABW,2020,female,35-39,979.7
ABW,2020,female,40-44,973.0
ABW,2020,female,45-49,985.1
ABW,2020,female,50-54,964.6
ABW,2020,female,55-59,829.1
ABW,2020,female,60-64,630.0
ABW,2020,female,65-69,491.4
ABW,2020,female,70-74,378.7
ABW,2020,female,75+,487.3
ABW,2020,male,0-4,398.2
ABW,2020,male,5-9,425.4
ABW,2020,male,10-14,472.8
ABW,2020,male, 15-19,662.9
ABW,2020,male,20-24,759.5
ABW,2020,male,25-29,835.2
ABW,2020,male,30-34,800.9
ABW,2020,male,35-39,762.4
ABW,2020,male,40-44,745.3
ABW,2020,male,45-49,749.5
ABW,2020,male,50-54,691.7
ABW,2020,male,55-59,592.9
ABW,2020,male,60-64,462.1
ABW,2020,male,65-69,368.4
ABW,2020,male,70-74,279.0
ABW,2020,male,75+,319.9
ABW,2020,total,0-4,882.8
ABW,2020,total,5-9,924.1
ABW,2020,total,10-14,1056.5
ABW,2020,total, 15-19,1470.1
ABW,2020,total,20-24,1726.3
ABW,2020,total,25-29,1894.1
ABW,2020,total,30-34,1847.9
ABW,2020,total,35-39,1740.9
ABW,2020,total,40-44,1717.8
ABW,2020,total,45-49,1732.0
ABW,2020,total,50-54,1648.2
ABW,2020,total,55-59,1415.3
ABW,2020,total,60-64,1088.0
ABW,2020,total,65-69,856.7
ABW,2020,total,70-74,653.6
ABW,2020,total,75+,801.6
AFG,1990,female,0-4,242627.3
AFG,1990,female,5-9,353642.7
AFG,1990,female,10-14,354845.9
AFG,1990,female, 15-19,304943.0
AFG,1990,female,20-24,298312.4
AFG,1990,female,25-29,310833.7
AFG,1990,female,30-34,300396.7
AFG,1990,female,35-39,281419.6
AFG,1990,female,40-44,240991.8
AFG,1990,female,45-49,200248.9
AFG,1990,female,50-54,152252.1
AFG,1990,female,55-59,118850.1
AFG,1990,female,60-64,100345.7
AFG,1990,female,65-69,89443.9
AFG,1990,female,70-74,89739.9
AFG,1990,female,75+,107456.2
AFG,1990,male,0-4,263539.3
AFG,1990,male,5-9,395707.7
AFG,1990,male,10-14,396702.6
AFG,1990,male, 15-19,352410.8
AFG,1990,male,20-24,347520.1
AFG,1990,male,25-29,355457.2
AFG,1990,male,30-34,347009.2
AFG,1990,male,35-39,333003.5
AFG,1990,male,40-44,299031.7
AFG,1990,male,45-49,258421.7
AFG,1990,male,50-54,208098.9
AFG,1990,male,55-59,153138.2
AFG,1990,male,60-64,121592.0
AFG,1990,male,65-69,102731.6
AFG,1990,male,70-74,91845.8
AFG,1990,male,75+,107021.5
AFG,1990,total,0-4,506776.3
AFG,1990,total,5-9,750115.3
AFG,1990,total,10-14,752266.4
AFG,1990,total, 15-19,657701.2
AFG,1990,total,20-24,645810.6
AFG,1990,total,25-29,665929.9
AFG,1990,total,30-34,646987.8
AFG,1990,total,35-39,614352.9
AFG,1990,total,40-44,540164.7
AFG,1990,total,45-49,458782.7
AFG,1990,total,50-54,360224.2
AFG,1990,total,55-59,271816.0
AFG,1990,total,60-64,221610.6
AFG,1990,total,65-69,191916.9
AFG,1990,total,70-74,181164.7
AFG,1990,total,75+,213961.9
AFG,1995,female,0-4,174522.7
AFG,1995,female,5-9,243264.3
AFG,1995,female,10-14,234206.7
AFG,1995,female, 15-19,191091.6
AFG,1995,female,20-24,173888.1
AFG,1995,female,25-29,166398.5
AFG,1995,female,30-34,150375.9
AFG,1995,female,35-39,137087.6
AFG,1995,female,40-44,114775.6
AFG,1995,female,45-49,92035.9
AFG,1995,female,50-54,67472.5
AFG,1995,female,55-59,48681.7
AFG,1995,female,60-64,38115.9
AFG,1995,female,65-69,30853.4
AFG,1995,female,70-74,29130.3
AFG,1995,female,75+,82594.4
AFG,1995,male,0-4,187657.1
AFG,1995,male,5-9,270962.1
AFG,1995,male,10-14,262013.0
AFG,1995,male, 15-19,223234.5
AFG,1995,male,20-24,208915.3
AFG,1995,male,25-29,200292.2
AFG,1995,male,30-34,185455.3
AFG,1995,male,35-39,171793.6
AFG,1995,male,40-44,151910.7
AFG,1995,male,45-49,128229.2
AFG,1995,male,50-54,102651.5
AFG,1995,male,55-59,70976.5
AFG,1995,male,60-64,53527.3
AFG,1995,male,65-69,40742.4
AFG,1995,male,70-74,33323.5
AFG,1995,male,75+,80869.8
AFG,1995,total,0-4,362678.5
AFG,1995,total,5-9,514807.0
AFG,1995,total,10-14,496751.7
AFG,1995,total, 15-19,414601.5
AFG,1995,total,20-24,382884.4
AFG,1995,total,25-29,366618.1
AFG,1995,total,30-34,335663.6
AFG,1995,total,35-39,308807.1
AFG,1995,total,40-44,266632.6
AFG,1995,total,45-49,220175.9
AFG,1995,total,50-54,169922.1
AFG,1995,total,55-59,119490.3
AFG,1995,total,60-64,91452.1
AFG,1995,total,65-69,71450.6
AFG,1995,total,70-74,62275.9
AFG,1995,total,75+,162837.7
AFG,2000,female,0-4,160344.1
AFG,2000,female,5-9,204189.3
AFG,2000,female,10-14,201523.5
AFG,2000,female, 15-19,184061.2
AFG,2000,female,20-24,178663.9
AFG,2000,female,25-29,177394.5
AFG,2000,female,30-34,165664.7
AFG,2000,female,35-39,157538.3
AFG,2000,female,40-44,135346.2
AFG,2000,female,45-49,111813.6
AFG,2000,female,50-54,91368.6
AFG,2000,female,55-59,66515.1
AFG,2000,female,60-64,52953.7
AFG,2000,female,65-69,45342.0
AFG,2000,female,70-74,47402.9
AFG,2000,female,75+,159775.4
AFG,2000,male,0-4,176868.2
AFG,2000,male,5-9,226806.5
AFG,2000,male,10-14,227756.3
AFG,2000,male, 15-19,222323.4
AFG,2000,male,20-24,222009.5
AFG,2000,male,25-29,217560.2
AFG,2000,male,30-34,205721.4
AFG,2000,male,35-39,198218.0
AFG,2000,male,40-44,179529.1
AFG,2000,male,45-49,152629.9
AFG,2000,male,50-54,129329.0
AFG,2000,male,55-59,91187.9
AFG,2000,male,60-64,70508.0
AFG,2000,male,65-69,57805.8
AFG,2000,male,70-74,55515.3
AFG,2000,male,75+,177011.5
AFG,2000,total,0-4,337407.7
AFG,2000,total,5-9,431231.5
AFG,2000,total,10-14,429477.7
AFG,2000,total, 15-19,406429.9
AFG,2000,total,20-24,400639.1
AFG,2000,total,25-29,394910.5
AFG,2000,total,30-34,371316.1
AFG,2000,total,35-39,355719.9
AFG,2000,total,40-44,314809.0
AFG,2000,total,45-49,264365.8
AFG,2000,total,50-54,220586.8
AFG,2000,total,55-59,157628.5
AFG,2000,total,60-64,123391.5
AFG,2000,total,65-69,103109.9
AFG,2000,total,70-74,102891.0
AFG,2000,total,75+,336762.0
AFG,2005,female,0-4,183807.8
AFG,2005,female,5-9,229335.4
AFG,2005,female,10-14,227076.1
AFG,2005,female, 15-19,190303.4
AFG,2005,female,20-24,162937.5
AFG,2005,female,25-29,149750.8
AFG,2005,female,30-34,127473.9
AFG,2005,female,35-39,119450.2
AFG,2005,female,40-44,100637.1
AFG,2005,female,45-49,77829.5
AFG,2005,female,50-54,58674.4
AFG,2005,female,55-59,41896.1
AFG,2005,female,60-64,34760.7
AFG,2005,female,65-69,27445.5
AFG,2005,female,70-74,26949.8
AFG,2005,female,75+,75433.7
AFG,2005,male,0-4,198190.8
AFG,2005,male,5-9,249496.1
AFG,2005,male,10-14,255063.6
AFG,2005,male, 15-19,235164.1
AFG,2005,male,20-24,220101.7
AFG,2005,male,25-29,193390.8
AFG,2005,male,30-34,166849.0
AFG,2005,male,35-39,152096.7
AFG,2005,male,40-44,140127.1
AFG,2005,male,45-49,114162.8
AFG,2005,male,50-54,90425.0
AFG,2005,male,55-59,60827.8
AFG,2005,male,60-64,48790.5
AFG,2005,male,65-69,37667.5
AFG,2005,male,70-74,33674.4
AFG,2005,male,75+,86949.2
AFG,2005,total,0-4,382448.5
AFG,2005,total,5-9,479361.9
AFG,2005,total,10-14,482552.4
AFG,2005,total, 15-19,425505.1
AFG,2005,total,20-24,382791.0
AFG,2005,total,25-29,343025.9
AFG,2005,total,30-34,294188.1
AFG,2005,total,35-39,271502.8
AFG,2005,total,40-44,240576.0
AFG,2005,total,45-49,191773.3
AFG,2005,total,50-54,148875.2
AFG,2005,total,55-59,102608.6
AFG,2005,total,60-64,83465.6
AFG,2005,total,65-69,65055.1
AFG,2005,total,70-74,60600.9
AFG,2005,total,75+,162408.5
AFG,2010,female,0-4,182902.6
AFG,2010,female,5-9,236989.1
AFG,2010,female,10-14,228527.2
AFG,2010,female, 15-19,211505.1
AFG,2010,female,20-24,210487.8
AFG,2010,female,25-29,199123.9
AFG,2010,female,30-34,181364.8
AFG,2010,female,35-39,167739.4
AFG,2010,female,40-44,144955.1
AFG,2010,female,45-49,122078.0
AFG,2010,female,50-54,94289.9
AFG,2010,female,55-59,72959.5
AFG,2010,female,60-64,61988.3
AFG,2010,female,65-69,51254.4
AFG,2010,female,70-74,54432.6
AFG,2010,female,75+,181366.2
AFG,2010,male,0-4,204066.7
AFG,2010,male,5-9,267260.6
AFG,2010,male,10-14,259669.8
AFG,2010,male, 15-19,257545.4
AFG,2010,male,20-24,257295.5
AFG,2010,male,25-29,241291.2
AFG,2010,male,30-34,220648.5
AFG,2010,male,35-39,209849.8
AFG,2010,male,40-44,184589.2
AFG,2010,male,45-49,161309.1
AFG,2010,male,50-54,130548.5
AFG,2010,male,55-59,96449.6
AFG,2010,male,60-64,77464.3
AFG,2010,male,65-69,60348.7
AFG,2010,male,70-74,58743.0
AFG,2010,male,75+,180474.2
AFG,2010,total,0-4,387445.3
AFG,2010,total,5-9,504811.5
AFG,2010,total,10-14,488702.8
AFG,2010,total, 15-19,469127.2
AFG,2010,total,20-24,467732.2
AFG,2010,total,25-29,440236.5
AFG,2010,total,30-34,401803.1
AFG,2010,total,35-39,377450.1
AFG,2010,total,40-44,329536.5
AFG,2010,total,45-49,283316.0
AFG,2010,total,50-54,224632.5
AFG,2010,total,55-59,169264.7
AFG,2010,total,60-64,139282.6
AFG,2010,total,65-69,111524.8
AFG,2010,total,70-74,113055.9
AFG,2010,total,75+,361596.0
AFG,2015,female,0-4,196515.9
AFG,2015,female,5-9,245686.3
AFG,2015,female,10-14,236800.9
AFG,2015,female, 15-19,208078.2
AFG,2015,female,20-24,221060.6
AFG,2015,female,25-29,221353.9
AFG,2015,female,30-34,194815.7
AFG,2015,female,35-39,184548.1
AFG,2015,female,40-44,150978.5
AFG,2015,female,45-49,126954.0
AFG,2015,female,50-54,101449.7
AFG,2015,female,55-59,78969.9
AFG,2015,female,60-64,64734.2
AFG,2015,female,65-69,53685.9
AFG,2015,female,70-74,54507.1
AFG,2015,female,75+,157864.0
AFG,2015,male,0-4,230084.8
AFG,2015,male,5-9,288500.6
AFG,2015,male,10-14,278315.2
AFG,2015,male, 15-19,249400.7
AFG,2015,male,20-24,259458.5
AFG,2015,male,25-29,259595.9
AFG,2015,male,30-34,231406.2
AFG,2015,male,35-39,216754.2
AFG,2015,male,40-44,186267.2
AFG,2015,male,45-49,156417.3
AFG,2015,male,50-54,131507.3
AFG,2015,male,55-59,97430.1
AFG,2015,male,60-64,77724.6
AFG,2015,male,65-69,58573.6
AFG,2015,male,70-74,51716.7
AFG,2015,male,75+,129760.0
AFG,2015,total,0-4,427663.9
AFG,2015,total,5-9,535483.8
AFG,2015,total,10-14,516317.5
AFG,2015,total, 15-19,458207.7
AFG,2015,total,20-24,481014.6
AFG,2015,total,25-29,480728.8
AFG,2015,total,30-34,425600.3
AFG,2015,total,35-39,401218.0
AFG,2015,total,40-44,337223.2
AFG,2015,total,45-49,283479.2
AFG,2015,total,50-54,232653.5
AFG,2015,total,55-59,176044.9
AFG,2015,total,60-64,141811.1
AFG,2015,total,65-69,111849.5
AFG,2015,total,70-74,105604.3
AFG,2015,total,75+,286015.7
AFG,2020,female,0-4,216174.1
AFG,2020,female,5-9,265600.3
AFG,2020,female,10-14,254429.6
AFG,2020,female, 15-19,228668.5
AFG,2020,female,20-24,242091.7
AFG,2020,female,25-29,240903.6
AFG,2020,female,30-34,209897.8
AFG,2020,female,35-39,194161.7
AFG,2020,female,40-44,164830.9
AFG,2020,female,45-49,142552.0
AFG,2020,female,50-54,113591.4
AFG,2020,female,55-59,85810.0
AFG,2020,female,60-64,69697.9
AFG,2020,female,65-69,52461.5
AFG,2020,female,70-74,42868.3
AFG,2020,female,75+,103779.6
AFG,2020,male,0-4,262440.5
AFG,2020,male,5-9,327897.1
AFG,2020,male,10-14,314376.0
AFG,2020,male, 15-19,284640.7
AFG,2020,male,20-24,291277.1
AFG,2020,male,25-29,291721.3
AFG,2020,male,30-34,259366.9
AFG,2020,male,35-39,240254.2
AFG,2020,male,40-44,213537.8
AFG,2020,male,45-49,183644.1
AFG,2020,male,50-54,154292.8
AFG,2020,male,55-59,112720.9
AFG,2020,male,60-64,87489.4
AFG,2020,male,65-69,61474.2
AFG,2020,male,70-74,45895.8
AFG,2020,male,75+,95290.0
AFG,2020,total,0-4,480941.4
AFG,2020,total,5-9,596732.8
AFG,2020,total,10-14,571671.2
AFG,2020,total, 15-19,514995.7
AFG,2020,total,20-24,533879.3
AFG,2020,total,25-29,532189.0
AFG,2020,total,30-34,468193.7
AFG,2020,total,35-39,433817.0
AFG,2020,total,40-44,377673.4
AFG,2020,total,45-49,325736.9
AFG,2020,total,50-54,266935.6
AFG,2020,total,55-59,197621.9
AFG,2020,total,60-64,155756.9
AFG,2020,total,65-69,112964.2
AFG,2020,total,70-74,87845.4
AFG,2020,total,75+,196883.8
AGO,1990,female,0-4,17526.6
AGO,1990,female,5-9,27895.2
AGO,1990,female,10-14,38246.8
AGO,1990,female, 15-19,50705.2
AGO,1990,female,20-24,51753.0
AGO,1990,female,25-29,47843.8
AGO,1990,female,30-34,40297.4
AGO,1990,female,35-39,33928.3
AGO,1990,female,40-44,27230.7
AGO,1990,female,45-49,22380.3
AGO,1990,female,50-54,18675.3
AGO,1990,female,55-59,15259.5
AGO,1990,female,60-64,11186.9
AGO,1990,female,65-69,7443.4
AGO,1990,female,70-74,3683.3
AGO,1990,female,75+,5365.3
AGO,1990,male,0-4,18371.7
AGO,1990,male,5-9,29194.0
AGO,1990,male,10-14,39514.6
AGO,1990,male, 15-19,48743.0
AGO,1990,male,20-24,47037.1
AGO,1990,male,25-29,43001.5
AGO,1990,male,30-34,36544.3
AGO,1990,male,35-39,29945.1
AGO,1990,male,40-44,23944.8
AGO,1990,male,45-49,20464.6
AGO,1990,male,50-54,18359.2
AGO,1990,male,55-59,16263.4
AGO,1990,male,60-64,13575.5
AGO,1990,male,65-69,9747.6
AGO,1990,male,70-74,4400.7
AGO,1990,male,75+,6358.0
AGO,1990,total,0-4,35878.0
AGO,1990,total,5-9,57056.9
AGO,1990,total,10-14,77698.9
AGO,1990,total, 15-19,99441.0
AGO,1990,total,20-24,98853.1
AGO,1990,total,25-29,90922.1
AGO,1990,total,30-34,76886.3
AGO,1990,total,35-39,63913.8
AGO,1990,total,40-44,51207.3
AGO,1990,total,45-49,42862.3
AGO,1990,total,50-54,37032.5
AGO,1990,total,55-59,31500.3
AGO,1990,total,60-64,24716.6
AGO,1990,total,65-69,17153.2
AGO,1990,total,70-74,8067.2
AGO,1990,total,75+,11696.5
AGO,1995,female,0-4,18577.4
AGO,1995,female,5-9,24110.7
AGO,1995,female,10-14,31564.3
AGO,1995,female, 15-19,37445.6
AGO,1995,female,20-24,40809.1
AGO,1995,female,25-29,39336.6
AGO,1995,female,30-34,33511.2
AGO,1995,female,35-39,27569.0
AGO,1995,female,40-44,22052.6
AGO,1995,female,45-49,17705.0
AGO,1995,female,50-54,14408.7
AGO,1995,female,55-59,11844.8
AGO,1995,female,60-64,8857.4
AGO,1995,female,65-69,6235.1
AGO,1995,female,70-74,4207.3
AGO,1995,female,75+,5583.1
AGO,1995,male,0-4,18694.3
AGO,1995,male,5-9,24599.9
AGO,1995,male,10-14,32106.1
AGO,1995,male, 15-19,37900.2
AGO,1995,male,20-24,40815.7
AGO,1995,male,25-29,38677.6
AGO,1995,male,30-34,32848.5
AGO,1995,male,35-39,26738.2
AGO,1995,male,40-44,21455.8
AGO,1995,male,45-49,17744.7
AGO,1995,male,50-54,14925.9
AGO,1995,male,55-59,12533.1
AGO,1995,male,60-64,9666.9
AGO,1995,male,65-69,6863.8
AGO,1995,male,70-74,3940.6
AGO,1995,male,75+,5251.6
AGO,1995,total,0-4,37272.3
AGO,1995,total,5-9,48727.0
AGO,1995,total,10-14,63669.4
AGO,1995,total, 15-19,75281.6
AGO,1995,total,20-24,81624.0
AGO,1995,total,25-29,78112.4
AGO,1995,total,30-34,66408.9
AGO,1995,total,35-39,54331.3
AGO,1995,total,40-44,43516.5
AGO,1995,total,45-49,35438.9
AGO,1995,total,50-54,29321.7
AGO,1995,total,55-59,24357.9
AGO,1995,total,60-64,18495.8
AGO,1995,total,65-69,13076.4
AGO,1995,total,70-74,8130.3
AGO,1995,total,75+,10816.7
AGO,2000,female,0-4,25252.1
AGO,2000,female,5-9,32745.7
AGO,2000,female,10-14,39670.8
AGO,2000,female, 15-19,45208.4
AGO,2000,female,20-24,51063.3
AGO,2000,female,25-29,54327.2
AGO,2000,female,30-34,45531.3
AGO,2000,female,35-39,37224.9
AGO,2000,female,40-44,30342.9
AGO,2000,female,45-49,24869.6
AGO,2000,female,50-54,20289.1
AGO,2000,female,55-59,16483.9
AGO,2000,female,60-64,12100.8
AGO,2000,female,65-69,8662.5
AGO,2000,female,70-74,4718.3
AGO,2000,female,75+,6839.2
AGO,2000,male,0-4,25224.3
AGO,2000,male,5-9,33108.8
AGO,2000,male,10-14,40143.4
AGO,2000,male, 15-19,45030.5
AGO,2000,male,20-24,51194.2
AGO,2000,male,25-29,53189.4
AGO,2000,male,30-34,45135.0
AGO,2000,male,35-39,36778.3
AGO,2000,male,40-44,29602.9
AGO,2000,male,45-49,24608.1
